ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,"All businesses, minimum revenue value","All businesses, maximum revenue value","Businesses in first quartile, minimum value in revenue range","Businesses in first quartile, maximum value in revenue range","Businesses in second quartile, minimum value in revenue range","Businesses in second quartile, maximum value in revenue range","Businesses in third quartile, minimum value in revenue range","Businesses in third quartile, maximum value in revenue range","Businesses in fourth quartile, minimum value in revenue range","Businesses in fourth quartile, maximum value in revenue range",Total revenue,"Total revenue, quality indicator","Total revenue, first quartile","Total revenue, second quartile","Total revenue, third quartile","Total revenue, fourth quartile",Sales of goods and services*,"Sales of goods and services* , quality indicator","Sales of goods and services* , first quartile","Sales of goods and services* , second quartile","Sales of goods and services* , third quartile","Sales of goods and services* , fourth quartile","Sales of goods and services*  , percent of businesses reporting",All other revenues*,"All other revenues* , quality indicator","All other revenues* , first quartile","All other revenues* , second quartile","All other revenues* , third quartile","All other revenues* , fourth quartile","All other revenues* , percent of businesses reporting",Sales of goods and services* ( percent of total revenue),"Sales of goods and services* ( percent of total revenue), quality indicator","Sales of goods and services* ( percent of total revenue), first quartile","Sales of goods and services* ( percent of total revenue), second quartile","Sales of goods and services* ( percent of total revenue), third quartile","Sales of goods and services* ( percent of total revenue), fourth quartile",All other revenues* ( percent of total revenue),"All other revenues* ( percent of total revenue), quality indicator","All other revenues* ( percent of total revenue), first quartile","All other revenues* ( percent of total revenue), second quartile","All other revenues* ( percent of total revenue), third quartile","All other revenues* ( percent of total revenue), fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,213,"Support activities for mining, and oil and gas extraction",12,Nova Scotia,1,Rural,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1016,213,"Support activities for mining, and oil and gas extraction",12,Nova Scotia,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,90,X,A,X,X,X,X,40,X,A,X,X,X,X,X,A,X,X,X,X
1017,213,"Support activities for mining, and oil and gas extraction",12,Nova Scotia,1,Rural,3,All businesses,2018,18,30,5000,30,61,61,120,120,158,158,5000,244.9,A,50.4,103.3,150.5,675.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1018,213,"Support activities for mining, and oil and gas extraction",12,Nova Scotia,2,Urban,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1019,213,"Support activities for mining, and oil and gas extraction",12,Nova Scotia,2,Urban,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,80.6,X,A,X,X,X,X,61.3,X,A,X,X,X,X,X,A,X,X,X,X
1020,213,"Support activities for mining, and oil and gas extraction",12,Nova Scotia,2,Urban,3,All businesses,2018,35,30,5000,30,67,67,163,163,268,268,5000,389.5,A,46.6,122.1,223.8,1165.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1021,213,"Support activities for mining, and oil and gas extraction",13,New Brunswick,1,Rural,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1022,213,"Support activities for mining, and oil and gas extraction",13,New Brunswick,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,88.9,X,A,X,X,X,X,44.4,X,A,X,X,X,X,X,A,X,X,X,X
1023,213,"Support activities for mining, and oil and gas extraction",13,New Brunswick,1,Rural,3,All businesses,2018,12,30,5000,30,X,X,94,94,X,X,5000,754.4,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1024,213,"Support activities for mining, and oil and gas extraction",13,New Brunswick,2,Urban,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1025,213,"Support activities for mining, and oil and gas extraction",13,New Brunswick,2,Urban,2,Incorporated,2018,13,30,5000,30,80,80,163,163,819,819,5000,651.2,B,59.8,144.5,452,1948.4,625.2,B,51.2,144.1,366.4,1939,92.3,26,C,8.6,0.4,85.6,9.4,38.5,96,B,85.6,99.7,81.1,99.5,4,C,14.4,0.3,18.9,0.5
1026,213,"Support activities for mining, and oil and gas extraction",13,New Brunswick,2,Urban,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1027,213,"Support activities for mining, and oil and gas extraction",24,Québec,1,Rural,1,Unincorporated,2018,8,30,5000,30,X,X,81,81,X,X,5000,110.9,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1028,213,"Support activities for mining, and oil and gas extraction",24,Québec,1,Rural,2,Incorporated,2018,42,30,5000,30,71,71,181,181,952,952,5000,726.8,B,55.7,128.4,501,2222.3,636.7,B,39.6,105,481.5,1920.7,85.7,90.2,A,16.1,23.4,19.4,301.6,38.1,87.6,B,71,81.8,96.1,86.4,12.4,A,29,18.2,3.9,13.6
1029,213,"Support activities for mining, and oil and gas extraction",24,Québec,1,Rural,3,All businesses,2018,50,30,5000,30,71,71,175,175,575,575,5000,628.3,B,53.7,108.6,336.4,2014.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1030,213,"Support activities for mining, and oil and gas extraction",24,Québec,2,Urban,1,Unincorporated,2018,27,30,5000,30,43,43,87,87,148,148,5000,143.6,A,37.5,77.4,123.8,335.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1031,213,"Support activities for mining, and oil and gas extraction",24,Québec,2,Urban,2,Incorporated,2018,114,30,5000,30,74,74,193,193,590,590,5000,576.2,A,46.1,126.5,363.1,1769.1,400,A,25.4,92.4,240.9,1244.5,78.1,175.4,A,20.7,34.1,122.3,524.7,54.4,69.6,A,55,73.1,66.3,70.3,30.4,A,45,26.9,33.7,29.7
1032,213,"Support activities for mining, and oil and gas extraction",24,Québec,2,Urban,3,All businesses,2018,141,30,5000,30,68,68,157,157,471,471,5000,493.4,A,43.9,107.2,282.3,1540.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1033,213,"Support activities for mining, and oil and gas extraction",35,Ontario,1,Rural,1,Unincorporated,2018,24,30,5000,30,41,41,100,100,178,178,5000,211.2,A,36.4,74.1,132.3,602,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1034,213,"Support activities for mining, and oil and gas extraction",35,Ontario,1,Rural,2,Incorporated,2018,47,30,5000,30,66,66,241,241,864,864,5000,704.1,B,46.3,146.9,529.1,2094.1,613,B,36.3,134.1,470.6,1811.1,93.6,91.1,A,9.9,12.8,58.5,283,44.7,87.1,B,78.6,91.3,89,86.5,12.9,A,21.4,8.7,11,13.5
1035,213,"Support activities for mining, and oil and gas extraction",35,Ontario,1,Rural,3,All businesses,2018,71,30,5000,30,58,58,149,149,553,553,5000,537.5,B,40.5,105,330.8,1673.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1036,213,"Support activities for mining, and oil and gas extraction",35,Ontario,2,Urban,1,Unincorporated,2018,66,30,5000,30,59,59,91,91,148,148,5000,167.5,A,43.5,74.9,123.2,428.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1037,213,"Support activities for mining, and oil and gas extraction",35,Ontario,2,Urban,2,Incorporated,2018,274,30,5000,30,104,104,238,238,711,711,5000,675.8,A,67.5,174.2,452,2009.5,423.6,B,39.4,118.4,261,1275.5,68.2,252.2,B,28.1,55.8,191,734,66.1,62.7,B,58.4,68,57.7,63.5,37.3,B,41.6,32,42.3,36.5
1038,213,"Support activities for mining, and oil and gas extraction",35,Ontario,2,Urban,3,All businesses,2018,340,30,5000,30,91,91,195,195,558,558,5000,577.1,A,58.4,138.3,342.6,1769.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1039,213,"Support activities for mining, and oil and gas extraction",49,Prairies,1,Rural,1,Unincorporated,2018,318,30,5000,30,62,62,105,105,144,144,5000,130.7,A,44.6,85.7,123.4,269.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1040,213,"Support activities for mining, and oil and gas extraction",49,Prairies,1,Rural,2,Incorporated,2018,3526,30,5000,30,124,124,179,179,320,320,5000,392.4,A,80.4,150.2,235,1104.1,37.3,A,72.6,146.7,229,1065.1,97.6,14.1,A,7.7,3.5,6.1,39,45.5,96.4,A,90.4,97.7,97.4,96.5,3.6,A,9.6,2.3,2.6,3.5
1041,213,"Support activities for mining, and oil and gas extraction",49,Prairies,1,Rural,3,All businesses,2018,3844,30,5000,30,115,115,171,171,297,297,5000,370.8,A,74.4,143,223,1042.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1042,213,"Support activities for mining, and oil and gas extraction",49,Prairies,2,Urban,1,Unincorporated,2018,265,30,5000,30,55,55,85,85,130,130,5000,111.2,A,41.8,71.6,106.5,225.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1043,213,"Support activities for mining, and oil and gas extraction",49,Prairies,2,Urban,2,Incorporated,2018,2852,30,5000,30,117,117,189,189,331,331,5000,455.9,A,74.1,152.3,246.9,1350.1,420.6,A,67.7,145.7,232.4,1236.5,95.8,35.3,A,6.4,6.7,14.5,113.7,42.5,92.3,A,91.4,95.6,94.1,91.6,7.7,A,8.6,4.4,5.9,8.4
1044,213,"Support activities for mining, and oil and gas extraction",49,Prairies,2,Urban,3,All businesses,2018,3117,30,5000,30,106,106,177,177,307,307,5000,426.6,A,67.2,141.5,232.3,1265.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1045,213,"Support activities for mining, and oil and gas extraction",46,Manitoba,1,Rural,1,Unincorporated,2018,11,30,5000,30,X,X,78,78,X,X,5000,155.9,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1046,213,"Support activities for mining, and oil and gas extraction",46,Manitoba,1,Rural,2,Incorporated,2018,75,30,5000,30,119,119,203,203,394,394,5000,505.6,A,78.2,170.4,278.3,1495.5,41.1,A,60.7,168.3,246.1,1449.3,90.7,24.5,A,17.4,2.2,32.2,46.2,60,95.2,A,77.7,98.7,88.4,96.9,4.8,A,22.3,1.3,11.6,3.1
1047,213,"Support activities for mining, and oil and gas extraction",46,Manitoba,1,Rural,3,All businesses,2018,86,30,5000,30,104,104,197,197,377,377,5000,460.9,A,67.4,156,260,1360.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1048,213,"Support activities for mining, and oil and gas extraction",46,Manitoba,2,Urban,1,Unincorporated,2018,7,30,5000,30,X,X,40,40,X,X,5000,107.3,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1049,213,"Support activities for mining, and oil and gas extraction",46,Manitoba,2,Urban,2,Incorporated,2018,22,30,5000,30,154,154,304,304,357,357,5000,432.1,A,121.2,222,336.2,1048.9,343.6,A,113.4,190.3,241.4,829.4,81.8,88.5,C,7.8,31.7,94.8,219.5,72.7,79.5,A,93.6,85.7,71.8,79.1,20.5,C,6.4,14.3,28.2,20.9
1050,213,"Support activities for mining, and oil and gas extraction",46,Manitoba,2,Urban,3,All businesses,2018,29,30,5000,30,125,125,188,188,335,335,5000,353.7,A,66.9,170.8,295.6,881.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1051,213,"Support activities for mining, and oil and gas extraction",47,Saskatchewan,1,Rural,1,Unincorporated,2018,137,30,5000,30,75,75,112,112,137,137,5000,125.3,A,50.3,96.5,124.5,229.9,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1052,213,"Support activities for mining, and oil and gas extraction",47,Saskatchewan,1,Rural,2,Incorporated,2018,645,30,5000,30,120,120,173,173,362,362,5000,402.5,A,78.7,144.3,245.5,1141.5,37.1,A,71.1,139.2,238.1,1100.1,97.4,15.4,A,7.5,5.1,7.4,41.4,59.5,96.2,A,90.4,96.5,97,96.4,3.8,A,9.6,3.5,3,3.6
1053,213,"Support activities for mining, and oil and gas extraction",47,Saskatchewan,1,Rural,3,All businesses,2018,782,30,5000,30,106,106,154,154,301,301,5000,353.9,A,70.9,131.1,208.1,1005.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1054,213,"Support activities for mining, and oil and gas extraction",47,Saskatchewan,2,Urban,1,Unincorporated,2018,64,30,5000,30,72,72,112,112,152,152,5000,125.6,A,50.4,96.4,131.3,224.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1055,213,"Support activities for mining, and oil and gas extraction",47,Saskatchewan,2,Urban,2,Incorporated,2018,364,30,5000,30,126,126,193,193,334,334,5000,449.9,A,84.8,155.2,248.4,1311.1,419.6,A,77.4,145.9,234.4,1220.5,95.9,30.3,A,7.4,9.3,14.1,90.6,55.2,93.3,A,91.3,94,94.3,93.1,6.7,A,8.7,6,5.7,6.9
1056,213,"Support activities for mining, and oil and gas extraction",47,Saskatchewan,2,Urban,3,All businesses,2018,428,30,5000,30,116,116,170,170,294,294,5000,401.4,A,75.8,142.1,224.4,1163.2,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1057,213,"Support activities for mining, and oil and gas extraction",48,Alberta,1,Rural,1,Unincorporated,2018,170,30,5000,30,55,55,96,96,146,146,5000,133.4,A,42.1,77.1,121.6,292.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1058,213,"Support activities for mining, and oil and gas extraction",48,Alberta,1,Rural,2,Incorporated,2018,2806,30,5000,30,125,125,179,179,308,308,5000,387.1,A,80.8,151.2,232.4,1083.9,373.6,A,73.3,148.1,226.5,1046.3,97.9,13.5,A,7.5,3,5.9,37.5,41.8,96.5,A,90.7,98,97.5,96.5,3.5,A,9.3,2,2.5,3.5
1059,213,"Support activities for mining, and oil and gas extraction",48,Alberta,1,Rural,3,All businesses,2018,2976,30,5000,30,117,117,174,174,295,295,5000,372.6,A,75.7,146.4,225.3,1042.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1060,213,"Support activities for mining, and oil and gas extraction",48,Alberta,2,Urban,1,Unincorporated,2018,194,30,5000,30,54,54,80,80,117,117,5000,106.7,A,40.5,67.8,96.9,221.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1061,213,"Support activities for mining, and oil and gas extraction",48,Alberta,2,Urban,2,Incorporated,2018,2466,30,5000,30,115,115,189,189,329,329,5000,457,A,72.4,151.3,245.6,1358.5,421.4,A,66.3,145.1,231,1243.2,95.9,35.6,A,6.1,6.2,14.6,115.3,40.3,92.2,A,91.6,95.9,94,91.5,7.8,A,8.4,4.1,6,8.5
1062,213,"Support activities for mining, and oil and gas extraction",48,Alberta,2,Urban,3,All businesses,2018,2660,30,5000,30,104,104,178,178,312,312,5000,431.4,A,66.1,141,233,1285.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1063,213,"Support activities for mining, and oil and gas extraction",59,British Columbia,1,Rural,1,Unincorporated,2018,46,30,5000,30,48,48,73,73,166,166,5000,112.6,A,40,59.5,117.7,233.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1064,213,"Support activities for mining, and oil and gas extraction",59,British Columbia,1,Rural,2,Incorporated,2018,213,30,5000,30,109,109,184,184,375,375,5000,428.3,B,73.1,154.8,254.6,1230.6,404.2,B,65.6,151,232.8,1167.6,94.8,24,A,7.5,3.8,21.8,63,33.3,94.4,B,89.7,97.6,91.4,94.9,5.6,A,10.3,2.4,8.6,5.1
1065,213,"Support activities for mining, and oil and gas extraction",59,British Columbia,1,Rural,3,All businesses,2018,259,30,5000,30,94,94,169,169,310,310,5000,372.2,A,58.9,135.6,220.1,1074.2,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1066,213,"Support activities for mining, and oil and gas extraction",59,British Columbia,2,Urban,1,Unincorporated,2018,111,30,5000,30,55,55,87,87,152,152,5000,107.5,A,44.9,69.2,125.2,190.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1067,213,"Support activities for mining, and oil and gas extraction",59,British Columbia,2,Urban,2,Incorporated,2018,746,30,5000,30,105,105,192,192,443,443,5000,516.9,A,61.5,152.3,283.9,1570,32.7,A,35.8,120.4,224.4,1150.3,75.9,134.2,B,25.7,31.9,59.5,419.7,53.1,74,A,58.2,79.1,79,73.3,26,B,41.8,20.9,21,26.7
1068,213,"Support activities for mining, and oil and gas extraction",59,British Columbia,2,Urban,3,All businesses,2018,857,30,5000,30,91,91,177,177,373,373,5000,463.9,A,55.8,136.2,244.5,1419.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1069,213,"Support activities for mining, and oil and gas extraction",63,Territories,1,Rural,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1070,213,"Support activities for mining, and oil and gas extraction",63,Territories,1,Rural,2,Incorporated,2018,23,30,5000,30,99,99,320,320,1463,1463,5000,1150.8,B,74.2,234,895.1,3399.7,1092,B,65.9,181.4,732.9,3387.8,91.3,58.8,B,8.3,52.6,162.2,11.9,43.5,94.9,B,88.8,77.5,81.9,99.7,5.1,B,11.2,22.5,18.1,0.3
1071,213,"Support activities for mining, and oil and gas extraction",63,Territories,1,Rural,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1072,213,"Support activities for mining, and oil and gas extraction",63,Territories,2,Urban,1,Unincorporated,2018,7,30,5000,30,X,X,99,99,X,X,5000,164.3,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1073,213,"Support activities for mining, and oil and gas extraction",63,Territories,2,Urban,2,Incorporated,2018,18,30,5000,30,89,89,184,184,299,299,5000,465.1,A,76.6,150.5,244.4,1388.7,449.3,A,41.1,134.7,244.4,1376.9,88.9,15.8,C,35.5,15.8,0,11.9,66.7,96.6,A,53.6,89.5,100,99.1,3.4,C,46.4,10.5,0,0.9
1074,213,"Support activities for mining, and oil and gas extraction",63,Territories,2,Urban,3,All businesses,2018,25,30,5000,30,89,89,152,152,275,275,5000,380.8,A,70.5,131.6,228.6,1092.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1075,213,"Support activities for mining, and oil and gas extraction",60,Yukon,1,Rural,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1076,213,"Support activities for mining, and oil and gas extraction",60,Yukon,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,C,X,X,X,X,92.9,X,B,X,X,X,X,50,X,C,X,X,X,X,X,B,X,X,X,X
1077,213,"Support activities for mining, and oil and gas extraction",60,Yukon,1,Rural,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1078,213,"Support activities for mining, and oil and gas extraction",60,Yukon,2,Urban,1,Unincorporated,2018,7,30,5000,30,X,X,99,99,X,X,5000,164.3,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1079,213,"Support activities for mining, and oil and gas extraction",60,Yukon,2,Urban,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,88.2,X,C,X,X,X,X,64.7,X,A,X,X,X,X,X,C,X,X,X,X
1080,213,"Support activities for mining, and oil and gas extraction",60,Yukon,2,Urban,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1081,213,"Support activities for mining, and oil and gas extraction",61,Nordwest Territories,1,Rural,1,Unincorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1082,213,"Support activities for mining, and oil and gas extraction",61,Nordwest Territories,1,Rural,2,Incorporated,2018,6,30,5000,30,X,X,X,X,X,X,5000,1907.3,A,X,X,X,X,19,A,X,X,X,X,100,9.3,A,X,X,X,X,33.3,99.5,A,X,X,X,X,0.5,A,X,X,X,X
1083,213,"Support activities for mining, and oil and gas extraction",61,Nordwest Territories,1,Rural,3,All businesses,2018,6,30,5000,30,X,X,X,X,X,X,5000,1907.3,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1084,213,"Support activities for mining, and oil and gas extraction",61,Nordwest Territories,2,Urban,1,Unincorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1085,213,"Support activities for mining, and oil and gas extraction",61,Nordwest Territories,2,Urban,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
1086,213,"Support activities for mining, and oil and gas extraction",61,Nordwest Territories,2,Urban,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1087,213,"Support activities for mining, and oil and gas extraction",62,Nunavut,1,Rural,1,Unincorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1088,213,"Support activities for mining, and oil and gas extraction",62,Nunavut,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,66.7,X,E,X,X,X,X,33.3,X,A,X,X,X,X,X,E,X,X,X,X
1089,213,"Support activities for mining, and oil and gas extraction",62,Nunavut,1,Rural,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1090,22,Utilities,0,Canada,1,Rural,1,Unincorporated,2018,215,30,5000,30,40,40,66,66,124,124,5000,112.1,A,34.6,50.7,92.2,270.9,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1091,22,Utilities,0,Canada,1,Rural,2,Incorporated,2018,259,30,5000,30,126,126,339,339,1148,1148,5000,918.7,A,71.5,227.2,665.6,2710.7,77.2,B,57.3,203.6,568.5,2319.6,91.1,131.5,B,14.2,23.6,97.2,391.1,66.8,85.7,B,80.2,89.6,85.4,85.6,14.3,B,19.8,10.4,14.6,14.4
1092,22,Utilities,0,Canada,1,Rural,3,All businesses,2018,474,30,5000,30,59,59,137,137,473,473,5000,552.9,A,40.9,90.7,247.3,1832.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1093,22,Utilities,0,Canada,2,Urban,1,Unincorporated,2018,323,30,5000,30,45,45,71,71,135,135,5000,113.1,A,36.9,57.9,99.3,258.2,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1094,22,Utilities,0,Canada,2,Urban,2,Incorporated,2018,640,30,5000,30,126,126,324,324,899,899,5000,778.3,A,73.1,214.5,566.1,2259.5,655.7,A,62.6,197.8,506.9,1855.7,91.9,122.6,B,10.5,16.7,59.2,403.8,45.5,84.3,A,85.6,92.2,89.5,82.1,15.7,B,14.4,7.8,10.5,17.9
1095,22,Utilities,0,Canada,2,Urban,3,All businesses,2018,963,30,5000,30,70,70,180,180,549,549,5000,555.2,A,47.4,116.4,315.2,1741.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1096,22,Utilities,15,Altantic,1,Rural,1,Unincorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1097,22,Utilities,15,Altantic,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,83.3,X,E,X,X,X,X,50,X,B,X,X,X,X,X,E,X,X,X,X
1098,22,Utilities,15,Altantic,1,Rural,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1099,22,Utilities,15,Altantic,2,Urban,1,Unincorporated,2018,9,30,5000,30,X,X,88,88,X,X,5000,131.3,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1100,22,Utilities,15,Altantic,2,Urban,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,87,X,B,X,X,X,X,52.2,X,B,X,X,X,X,X,B,X,X,X,X
1101,22,Utilities,15,Altantic,2,Urban,3,All businesses,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1102,22,Utilities,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
1103,22,Utilities,10,Newfoundland and Labrador,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X,100,X,A,X,X,X,X,0,X,E,X,X,X,X,X,A,X,X,X,X
