,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,Total revenue,Sales of goods and services* ( percent of total revenue),Cost of sales (direct expenses) (%),Operating expenses (indirect expenses) (%),Total expenses,Cost of sales (direct expenses),Operating expenses (indirect expenses),Net Profit/Loss,Total assets,Total current assets,Total liabilities,Total current liabilities,Total equity,Debt to equity ratio (times),Current debt to equity (%),Revenue to equity ratio (times),Net profit to equity (%),Gross margin (%),Percent of profitable businesses
22439,113,Forestry and logging,47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,67.9
22441,113,Forestry and logging,48.0,Alberta,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22442,113,Forestry and logging,48.0,Alberta,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,75.2
22444,113,Forestry and logging,48.0,Alberta,2.0,Urban,2.0,Incorporated,2019.0,68.0,360.8,95.3,28.1,60.3,319.0,101.4,217.6,41.7,645.2,192.0,492.4,108.4,152.8,3.2,71.0,2.4,27.3,70.5,
22445,113,Forestry and logging,48.0,Alberta,2.0,Urban,3.0,All businesses,2019.0,112.0,247.9,,26.6,58.6,211.2,66.0,145.2,36.7,,,,,,,,,,73.4,81.3
22447,113,Forestry and logging,59.0,British Columbia,1.0,Rural,2.0,Incorporated,2019.0,860.0,716.0,98.0,27.2,56.4,599.0,195.0,404.0,117.0,726.4,325.1,372.2,169.3,354.2,1.1,47.8,2.0,33.0,72.2,
22448,113,Forestry and logging,59.0,British Columbia,1.0,Rural,3.0,All businesses,2019.0,1142.0,584.0,,26.7,56.2,483.6,155.7,328.0,100.4,,,,,,,,,,73.3,74.8
22450,113,Forestry and logging,59.0,British Columbia,2.0,Urban,2.0,Incorporated,2019.0,1059.0,694.2,96.1,35.9,50.4,599.1,248.9,350.1,95.1,933.3,294.9,533.9,229.9,399.4,1.3,57.6,1.7,23.8,62.7,
22451,113,Forestry and logging,59.0,British Columbia,2.0,Urban,3.0,All businesses,2019.0,1305.0,591.2,,34.9,50.6,505.8,206.4,299.3,85.5,,,,,,,,,,65.1,73.3
22453,113,Forestry and logging,63.0,Territories,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22454,113,Forestry and logging,63.0,Territories,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22456,113,Forestry and logging,63.0,Territories,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22457,113,Forestry and logging,63.0,Territories,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22459,113,Forestry and logging,60.0,Yukon,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22460,113,Forestry and logging,60.0,Yukon,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22462,113,Forestry and logging,60.0,Yukon,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22463,113,Forestry and logging,60.0,Yukon,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22465,113,Forestry and logging,61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22466,113,Forestry and logging,61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22468,113,Forestry and logging,61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22469,113,Forestry and logging,61.0,Nordwest Territories,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22471,113,Forestry and logging,62.0,Nunavut,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22472,113,Forestry and logging,62.0,Nunavut,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22474,114,"Fishing, hunting and trapping",0.0,Canada,1.0,Rural,2.0,Incorporated,2019.0,3056.0,547.0,95.9,8.0,65.6,402.9,43.9,359.0,144.1,1115.2,322.7,484.7,154.1,630.5,0.8,24.4,0.9,22.9,91.6,
22475,114,"Fishing, hunting and trapping",0.0,Canada,1.0,Rural,3.0,All businesses,2019.0,11723.0,233.5,,5.1,60.5,153.3,12.0,141.3,80.2,,,,,,,,,,94.9,92.4
22477,114,"Fishing, hunting and trapping",0.0,Canada,2.0,Urban,2.0,Incorporated,2019.0,1099.0,442.4,93.2,12.8,66.0,348.4,56.6,291.8,94.1,1443.5,548.0,555.8,190.1,887.7,0.6,21.4,0.5,10.6,86.3,
22478,114,"Fishing, hunting and trapping",0.0,Canada,2.0,Urban,3.0,All businesses,2019.0,3331.0,230.9,,9.3,60.7,161.5,21.4,140.1,69.4,,,,,,,,,,90.7,88.6
22480,114,"Fishing, hunting and trapping",15.0,Altantic,1.0,Rural,2.0,Incorporated,2019.0,2528.0,541.0,96.4,7.5,67.4,405.0,40.6,364.4,136.0,1084.7,315.5,451.0,136.8,633.7,0.7,21.6,0.9,21.5,92.2,
22481,114,"Fishing, hunting and trapping",15.0,Altantic,1.0,Rural,3.0,All businesses,2019.0,9965.0,227.5,,4.6,61.5,150.2,10.4,139.8,77.2,,,,,,,,,,95.4,93.1
22483,114,"Fishing, hunting and trapping",15.0,Altantic,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22484,114,"Fishing, hunting and trapping",15.0,Altantic,2.0,Urban,3.0,All businesses,2019.0,1620.0,213.3,,4.7,58.5,134.9,10.1,124.7,78.5,,,,,,,,,,95.3,93.3
22486,114,"Fishing, hunting and trapping",10.0,Newfoundland and Labrador,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22487,114,"Fishing, hunting and trapping",10.0,Newfoundland and Labrador,1.0,Rural,3.0,All businesses,2019.0,3708.0,138.7,,3.3,61.8,90.4,4.6,85.8,48.3,,,,,,,,,,96.7,91.6
22489,114,"Fishing, hunting and trapping",10.0,Newfoundland and Labrador,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22490,114,"Fishing, hunting and trapping",10.0,Newfoundland and Labrador,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,92.1
22492,114,"Fishing, hunting and trapping",11.0,Prince Edward Island,1.0,Rural,2.0,Incorporated,2019.0,235.0,345.5,95.7,8.9,59.3,235.8,30.7,205.1,109.7,926.4,222.9,439.0,71.0,487.5,0.9,14.6,0.7,22.5,90.7,
22493,114,"Fishing, hunting and trapping",11.0,Prince Edward Island,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,95.0
22495,114,"Fishing, hunting and trapping",11.0,Prince Edward Island,2.0,Urban,2.0,Incorporated,2019.0,23.0,351.7,98.1,7.8,69.6,272.3,27.3,244.9,79.4,939.4,256.1,589.6,200.6,349.9,1.7,57.3,1.0,22.7,92.1,
22496,114,"Fishing, hunting and trapping",11.0,Prince Edward Island,2.0,Urban,3.0,All businesses,2019.0,142.0,168.4,,2.6,64.9,113.7,4.4,109.3,54.7,,,,,,,,,,97.4,90.1
22498,114,"Fishing, hunting and trapping",12.0,Nova Scotia,1.0,Rural,2.0,Incorporated,2019.0,1438.0,486.9,95.9,6.3,70.8,375.8,30.9,344.9,111.1,949.7,256.4,404.0,139.3,545.7,0.7,25.5,0.9,20.4,93.4,
22499,114,"Fishing, hunting and trapping",12.0,Nova Scotia,1.0,Rural,3.0,All businesses,2019.0,3426.0,288.6,,4.6,64.9,200.6,13.2,187.3,88.0,,,,,,,,,,95.4,93.1
22501,114,"Fishing, hunting and trapping",12.0,Nova Scotia,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22502,114,"Fishing, hunting and trapping",12.0,Nova Scotia,2.0,Urban,3.0,All businesses,2019.0,862.0,214.4,,3.4,57.5,130.5,7.3,123.2,83.9,,,,,,,,,,96.6,94.5
22504,114,"Fishing, hunting and trapping",13.0,New Brunswick,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22505,114,"Fishing, hunting and trapping",13.0,New Brunswick,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,94.8
22507,114,"Fishing, hunting and trapping",13.0,New Brunswick,2.0,Urban,2.0,Incorporated,2019.0,37.0,567.2,97.1,15.0,65.9,458.6,85.1,373.5,108.6,987.2,273.2,459.3,235.5,527.8,0.9,44.6,1.1,20.6,84.6,
22508,114,"Fishing, hunting and trapping",13.0,New Brunswick,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,92.5
22510,114,"Fishing, hunting and trapping",24.0,Québec,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22511,114,"Fishing, hunting and trapping",24.0,Québec,1.0,Rural,3.0,All businesses,2019.0,941.0,348.6,,2.1,55.8,202.1,7.4,194.7,146.5,,,,,,,,,,97.9,94.7
22513,114,"Fishing, hunting and trapping",24.0,Québec,2.0,Urban,2.0,Incorporated,2019.0,54.0,687.9,92.0,7.5,61.4,473.9,51.6,422.3,214.0,1973.9,640.4,984.8,203.6,989.1,1.0,20.6,0.7,21.6,91.8,
22514,114,"Fishing, hunting and trapping",24.0,Québec,2.0,Urban,3.0,All businesses,2019.0,100.0,476.7,,7.6,65.2,347.0,36.2,310.8,129.7,,,,,,,,,,92.4,86.0
22516,114,"Fishing, hunting and trapping",35.0,Ontario,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22517,114,"Fishing, hunting and trapping",35.0,Ontario,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,81.1
22519,114,"Fishing, hunting and trapping",35.0,Ontario,2.0,Urban,2.0,Incorporated,2019.0,65.0,699.1,95.6,19.6,74.7,659.2,137.1,522.1,39.9,1099.5,459.4,346.4,161.6,753.1,0.5,21.5,0.9,5.3,79.5,
22520,114,"Fishing, hunting and trapping",35.0,Ontario,2.0,Urban,3.0,All businesses,2019.0,158.0,375.2,,25.5,67.0,347.3,95.9,251.5,27.9,,,,,,,,,,74.5,79.7
22522,114,"Fishing, hunting and trapping",49.0,Prairies,1.0,Rural,2.0,Incorporated,2019.0,38.0,509.7,97.3,57.6,38.2,488.2,293.5,194.7,21.5,365.0,113.2,249.3,166.1,115.7,2.2,143.6,4.4,18.6,40.8,
22523,114,"Fishing, hunting and trapping",49.0,Prairies,1.0,Rural,3.0,All businesses,2019.0,328.0,126.1,,34.6,51.7,108.8,43.7,65.2,17.2,,,,,,,,,,65.4,82.6
22525,114,"Fishing, hunting and trapping",49.0,Prairies,2.0,Urban,2.0,Incorporated,2019.0,21.0,296.7,99.5,12.7,73.7,256.2,37.5,218.7,40.5,391.9,137.6,284.9,110.3,107.0,2.7,103.1,2.8,37.8,87.3,
22526,114,"Fishing, hunting and trapping",49.0,Prairies,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,86.1
22528,114,"Fishing, hunting and trapping",46.0,Manitoba,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22529,114,"Fishing, hunting and trapping",46.0,Manitoba,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,83.6
22531,114,"Fishing, hunting and trapping",46.0,Manitoba,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22532,114,"Fishing, hunting and trapping",46.0,Manitoba,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,87.5
22534,114,"Fishing, hunting and trapping",47.0,Saskatchewan,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22535,114,"Fishing, hunting and trapping",47.0,Saskatchewan,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,78.2
22537,114,"Fishing, hunting and trapping",47.0,Saskatchewan,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22538,114,"Fishing, hunting and trapping",47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,66.7
22540,114,"Fishing, hunting and trapping",48.0,Alberta,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22541,114,"Fishing, hunting and trapping",48.0,Alberta,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,83.3
22543,114,"Fishing, hunting and trapping",48.0,Alberta,2.0,Urban,2.0,Incorporated,2019.0,13.0,265.1,99.0,9.2,82.7,243.4,24.3,219.1,21.7,405.5,163.5,293.4,137.6,112.1,2.6,122.8,2.4,19.3,90.7,
22544,114,"Fishing, hunting and trapping",48.0,Alberta,2.0,Urban,3.0,All businesses,2019.0,41.0,154.2,,13.4,61.8,116.0,20.7,95.3,38.1,,,,,,,,,,86.6,92.7
22546,114,"Fishing, hunting and trapping",59.0,British Columbia,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22547,114,"Fishing, hunting and trapping",59.0,British Columbia,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,80.5
22549,114,"Fishing, hunting and trapping",59.0,British Columbia,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22550,114,"Fishing, hunting and trapping",59.0,British Columbia,2.0,Urban,3.0,All businesses,2019.0,1374.0,221.9,,11.3,61.2,160.9,25.1,135.8,61.0,,,,,,,,,,88.7,84.3
22552,114,"Fishing, hunting and trapping",63.0,Territories,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22553,114,"Fishing, hunting and trapping",63.0,Territories,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,95.7
22555,114,"Fishing, hunting and trapping",63.0,Territories,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22556,114,"Fishing, hunting and trapping",63.0,Territories,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22558,114,"Fishing, hunting and trapping",60.0,Yukon,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22559,114,"Fishing, hunting and trapping",60.0,Yukon,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22561,114,"Fishing, hunting and trapping",60.0,Yukon,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22562,114,"Fishing, hunting and trapping",60.0,Yukon,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22564,114,"Fishing, hunting and trapping",61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22565,114,"Fishing, hunting and trapping",61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22567,114,"Fishing, hunting and trapping",61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22568,114,"Fishing, hunting and trapping",61.0,Nordwest Territories,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22570,114,"Fishing, hunting and trapping",62.0,Nunavut,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22571,114,"Fishing, hunting and trapping",62.0,Nunavut,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,100.0
22573,115,Support activities for agriculture and forestry,0.0,Canada,1.0,Rural,2.0,Incorporated,2019.0,2371.0,609.9,94.1,26.3,66.4,565.4,160.2,405.3,44.5,882.7,292.6,506.6,199.1,376.1,1.3,52.9,1.6,11.8,72.1,
22574,115,Support activities for agriculture and forestry,0.0,Canada,1.0,Rural,3.0,All businesses,2019.0,4156.0,397.4,,25.9,64.2,358.2,103.0,255.2,39.2,,,,,,,,,,74.1,77.1
22576,115,Support activities for agriculture and forestry,0.0,Canada,2.0,Urban,2.0,Incorporated,2019.0,2453.0,594.8,89.3,31.7,63.3,565.0,188.3,376.6,29.9,914.0,338.4,533.9,279.8,380.1,1.4,73.6,1.6,7.9,64.6,
22577,115,Support activities for agriculture and forestry,0.0,Canada,2.0,Urban,3.0,All businesses,2019.0,4192.0,398.9,,31.2,60.7,366.8,124.4,242.4,32.1,,,,,,,,,,68.8,78.0
22579,115,Support activities for agriculture and forestry,15.0,Altantic,1.0,Rural,2.0,Incorporated,2019.0,145.0,683.1,90.6,39.0,56.3,650.7,266.2,384.4,32.4,757.8,265.7,402.1,143.3,355.7,1.1,40.3,1.9,9.1,57.0,
22580,115,Support activities for agriculture and forestry,15.0,Altantic,1.0,Rural,3.0,All businesses,2019.0,259.0,445.6,,38.6,55.1,417.7,172.0,245.7,28.0,,,,,,,,,,61.4,72.2
22582,115,Support activities for agriculture and forestry,15.0,Altantic,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22583,115,Support activities for agriculture and forestry,15.0,Altantic,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,72.6
22585,115,Support activities for agriculture and forestry,10.0,Newfoundland and Labrador,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22586,115,Support activities for agriculture and forestry,10.0,Newfoundland and Labrador,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,66.7
22588,115,Support activities for agriculture and forestry,10.0,Newfoundland and Labrador,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22589,115,Support activities for agriculture and forestry,10.0,Newfoundland and Labrador,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,64.7
22591,115,Support activities for agriculture and forestry,11.0,Prince Edward Island,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22592,115,Support activities for agriculture and forestry,11.0,Prince Edward Island,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,60.0
22594,115,Support activities for agriculture and forestry,11.0,Prince Edward Island,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22595,115,Support activities for agriculture and forestry,11.0,Prince Edward Island,2.0,Urban,3.0,All businesses,2019.0,11.0,278.2,,22.2,71.5,260.7,61.9,198.9,17.5,,,,,,,,,,77.8,72.7
22597,115,Support activities for agriculture and forestry,12.0,Nova Scotia,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22598,115,Support activities for agriculture and forestry,12.0,Nova Scotia,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,78.4
22600,115,Support activities for agriculture and forestry,12.0,Nova Scotia,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22601,115,Support activities for agriculture and forestry,12.0,Nova Scotia,2.0,Urban,3.0,All businesses,2019.0,76.0,305.8,,28.0,70.3,300.5,85.6,214.9,5.4,,,,,,,,,,72.0,69.7
22603,115,Support activities for agriculture and forestry,13.0,New Brunswick,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22604,115,Support activities for agriculture and forestry,13.0,New Brunswick,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,70.2
22606,115,Support activities for agriculture and forestry,13.0,New Brunswick,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22607,115,Support activities for agriculture and forestry,13.0,New Brunswick,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,77.3
22609,115,Support activities for agriculture and forestry,24.0,Québec,1.0,Rural,2.0,Incorporated,2019.0,620.0,610.2,93.8,25.3,65.5,553.6,154.2,399.4,56.6,756.7,229.9,438.6,183.8,318.2,1.4,57.8,1.9,17.8,73.1,
22610,115,Support activities for agriculture and forestry,24.0,Québec,1.0,Rural,3.0,All businesses,2019.0,1051.0,399.3,,25.0,64.1,355.7,99.8,256.0,43.5,,,,,,,,,,75.0,78.5
22612,115,Support activities for agriculture and forestry,24.0,Québec,2.0,Urban,2.0,Incorporated,2019.0,467.0,546.3,80.8,25.4,63.0,483.0,138.9,344.1,63.3,821.5,283.3,401.3,199.9,420.2,1.0,47.6,1.3,15.1,68.5,
22613,115,Support activities for agriculture and forestry,24.0,Québec,2.0,Urban,3.0,All businesses,2019.0,771.0,368.5,,24.9,61.6,318.7,91.8,226.8,49.8,,,,,,,,,,75.1,79.1
22615,115,Support activities for agriculture and forestry,35.0,Ontario,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22616,115,Support activities for agriculture and forestry,35.0,Ontario,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,79.9
22618,115,Support activities for agriculture and forestry,35.0,Ontario,2.0,Urban,2.0,Incorporated,2019.0,525.0,581.0,89.1,29.6,63.6,541.2,171.8,369.4,39.8,879.1,333.4,664.9,371.7,214.2,3.1,173.5,2.7,18.6,66.8,
22619,115,Support activities for agriculture and forestry,35.0,Ontario,2.0,Urban,3.0,All businesses,2019.0,1104.0,349.3,,30.8,59.3,314.7,107.5,207.2,34.6,,,,,,,,,,69.2,76.2
22621,115,Support activities for agriculture and forestry,49.0,Prairies,1.0,Rural,2.0,Incorporated,2019.0,1015.0,578.2,94.5,24.1,71.7,554.2,139.5,414.7,24.0,972.2,337.3,537.3,197.5,434.9,1.2,45.4,1.3,5.5,74.5,
22622,115,Support activities for agriculture and forestry,49.0,Prairies,1.0,Rural,3.0,All businesses,2019.0,1611.0,402.7,,23.6,69.5,374.6,94.9,279.7,28.1,,,,,,,,,,76.4,74.1
22624,115,Support activities for agriculture and forestry,49.0,Prairies,2.0,Urban,2.0,Incorporated,2019.0,651.0,562.6,88.4,27.9,63.2,512.6,156.9,355.7,50.0,976.8,371.1,554.5,256.1,422.3,1.3,60.6,1.3,11.9,68.5,
22625,115,Support activities for agriculture and forestry,49.0,Prairies,2.0,Urban,3.0,All businesses,2019.0,995.0,406.0,,27.1,61.6,360.2,110.2,250.0,45.8,,,,,,,,,,72.9,77.6
22627,115,Support activities for agriculture and forestry,46.0,Manitoba,1.0,Rural,2.0,Incorporated,2019.0,168.0,875.7,95.2,33.6,65.9,871.6,294.3,577.3,4.1,1365.8,470.2,811.1,292.1,554.8,1.5,52.7,1.6,0.7,64.7,
22628,115,Support activities for agriculture and forestry,46.0,Manitoba,1.0,Rural,3.0,All businesses,2019.0,260.0,613.7,,32.6,64.5,595.5,199.9,395.6,18.2,,,,,,,,,,67.4,70.8
22630,115,Support activities for agriculture and forestry,46.0,Manitoba,2.0,Urban,2.0,Incorporated,2019.0,75.0,671.5,87.7,32.8,58.1,610.4,220.3,390.1,61.2,1114.5,528.3,618.7,266.2,495.8,1.2,53.7,1.4,12.3,62.6,
22631,115,Support activities for agriculture and forestry,46.0,Manitoba,2.0,Urban,3.0,All businesses,2019.0,127.0,449.6,,32.3,56.3,398.4,145.1,253.3,51.2,,,,,,,,,,67.7,78.0
22633,115,Support activities for agriculture and forestry,47.0,Saskatchewan,1.0,Rural,2.0,Incorporated,2019.0,290.0,533.5,92.6,20.5,78.7,529.0,109.2,419.8,4.5,986.6,327.8,562.2,192.4,424.4,1.3,45.3,1.3,1.0,77.9,
22634,115,Support activities for agriculture and forestry,47.0,Saskatchewan,1.0,Rural,3.0,All businesses,2019.0,500.0,350.5,,19.9,74.9,332.4,69.7,262.7,18.1,,,,,,,,,,80.1,75.6
22636,115,Support activities for agriculture and forestry,47.0,Saskatchewan,2.0,Urban,2.0,Incorporated,2019.0,174.0,592.8,81.4,28.1,64.3,547.6,166.6,381.1,45.1,1074.6,352.7,549.4,210.6,525.2,1.0,40.1,1.1,8.6,65.5,
22637,115,Support activities for agriculture and forestry,47.0,Saskatchewan,2.0,Urban,3.0,All businesses,2019.0,247.0,447.8,,27.2,63.6,406.7,121.9,284.8,41.1,,,,,,,,,,72.8,77.3
22639,115,Support activities for agriculture and forestry,48.0,Alberta,1.0,Rural,2.0,Incorporated,2019.0,557.0,511.8,95.3,21.2,70.9,471.6,108.6,363.0,40.1,845.9,302.2,441.8,171.7,404.2,1.1,42.5,1.3,9.9,77.7,
22640,115,Support activities for agriculture and forestry,48.0,Alberta,1.0,Rural,3.0,All businesses,2019.0,851.0,368.9,,21.0,68.9,331.9,77.6,254.3,37.1,,,,,,,,,,79.0,74.1
22642,115,Support activities for agriculture and forestry,48.0,Alberta,2.0,Urban,2.0,Incorporated,2019.0,402.0,529.2,91.9,26.6,63.9,479.2,140.8,338.3,50.1,908.8,349.7,544.7,274.0,364.1,1.5,75.2,1.5,13.8,71.1,
22643,115,Support activities for agriculture and forestry,48.0,Alberta,2.0,Urban,3.0,All businesses,2019.0,621.0,380.4,,25.9,61.9,333.9,98.4,235.5,46.6,,,,,,,,,,74.1,77.6
22645,115,Support activities for agriculture and forestry,59.0,British Columbia,1.0,Rural,2.0,Incorporated,2019.0,307.0,559.9,95.0,19.3,63.0,460.9,107.9,353.0,99.0,641.9,297.4,283.8,152.5,358.1,0.8,42.6,1.6,27.6,79.7,
22646,115,Support activities for agriculture and forestry,59.0,British Columbia,1.0,Rural,3.0,All businesses,2019.0,560.0,363.3,,18.6,61.5,291.1,67.7,223.4,72.2,,,,,,,,,,81.4,82.3
22648,115,Support activities for agriculture and forestry,59.0,British Columbia,2.0,Urban,2.0,Incorporated,2019.0,698.0,677.7,94.9,40.7,61.4,691.6,275.7,415.9,-13.8,914.4,344.3,479.0,250.9,435.4,1.1,57.6,1.6,-3.2,57.1,
22649,115,Support activities for agriculture and forestry,59.0,British Columbia,2.0,Urban,3.0,All businesses,2019.0,1136.0,466.3,,39.0,58.9,456.5,181.7,274.8,9.8,,,,,,,,,,61.0,80.4
22651,115,Support activities for agriculture and forestry,63.0,Territories,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22652,115,Support activities for agriculture and forestry,63.0,Territories,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22654,115,Support activities for agriculture and forestry,63.0,Territories,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22655,115,Support activities for agriculture and forestry,63.0,Territories,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22657,115,Support activities for agriculture and forestry,60.0,Yukon,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22658,115,Support activities for agriculture and forestry,60.0,Yukon,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22660,115,Support activities for agriculture and forestry,60.0,Yukon,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22661,115,Support activities for agriculture and forestry,60.0,Yukon,2.0,Urban,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22663,115,Support activities for agriculture and forestry,61.0,Nordwest Territories,1.0,Rural,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
22664,115,Support activities for agriculture and forestry,61.0,Nordwest Territories,1.0,Rural,3.0,All businesses,2019.0,,,,,,,,,,,,,,,,,,,,
22666,115,Support activities for agriculture and forestry,61.0,Nordwest Territories,2.0,Urban,2.0,Incorporated,2019.0,,,,,,,,,,,,,,,,,,,,
