ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Percent of profitable businesses,Profitable : Total Revenue,"Profitable : Total Revenue, quality indicator","Profitable : Total Revenue, first quartile","Profitable : Total Revenue, second quartile","Profitable : Total Revenue, third quartile","Profitable : Total Revenue, fourth quartile",Profitable : Total Expenses,"Profitable : Total Expenses, quality indicator","Profitable : Total Expenses, first quartile","Profitable : Total Expenses, second quartile","Profitable : Total Expenses, third quartile","Profitable : Total Expenses, fourth quartile",Profitable : Net Profit,"Profitable : Net Profit, quality indicator","Profitable : Net Profit, first quartile","Profitable : Net Profit, second quartile","Profitable : Net Profit, third quartile","Profitable : Net Profit, fourth quartile",Non-profitable : Total Revenue,"Non-profitable : Total Revenue, quality indicator","Non-profitable : Total Revenue, first quartile","Non-profitable : Total Revenue, second quartile","Non-profitable : Total Revenue, third quartile","Non-profitable : Total Revenue, fourth quartile",Non-profitable : Total expenses,"Non-profitable : Total expenses, quality indicator","Non-profitable : Total expenses, first quartile","Non-profitable : Total expenses, second quartile","Non-profitable : Total expenses, third quartile","Non-profitable : Total expenses, fourth quartile",Non-profitable : Net loss,"Non-profitable : Net loss, quality indicator","Non-profitable : Net loss, first quartile","Non-profitable : Net loss, second quartile","Non-profitable : Net loss, third quartile","Non-profitable : Net loss, fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,315,Clothing manufacturing,24,Québec,2,Urban,3,All businesses,2018,78,431.2,A,356.4,737.3,363.2,202.2,358.2,A,355.8,705.5,300.6,68.7,73,B,0.6,31.8,62.5,133.5,419,A,X,X,X,X,467.6,A,X,X,X,X,-48.5,B,X,X,X,X
741,315,Clothing manufacturing,35,Ontario,1,Rural,3,All businesses,2018,72.5,175.5,A,X,X,117.4,54.5,147.7,A,X,X,90.7,28.2,27.8,A,X,X,26.7,26.3,207,B,X,X,X,X,225.5,B,X,X,X,X,-18.5,B,X,X,X,X
742,315,Clothing manufacturing,35,Ontario,2,Urban,3,All businesses,2018,78.4,468.7,A,356.4,762.8,395.5,262.9,380.3,B,355.9,728.1,318.7,97.3,88.4,A,0.5,34.7,76.9,165.6,490.6,A,X,X,X,X,601.9,A,X,X,X,X,-111.4,B,X,X,X,X
743,315,Clothing manufacturing,49,Prairies,1,Rural,3,All businesses,2018,79.2,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
744,315,Clothing manufacturing,49,Prairies,2,Urban,3,All businesses,2018,80.1,326.7,A,642.8,516.2,303.3,95.8,274.8,A,638.4,479.3,234.5,36.3,51.8,A,4.4,36.9,68.8,59.5,445.1,A,X,X,X,X,492.8,A,X,X,X,X,-47.7,B,X,X,X,X
745,315,Clothing manufacturing,46,Manitoba,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
746,315,Clothing manufacturing,46,Manitoba,2,Urban,3,All businesses,2018,86.4,471.1,B,955.7,665,386.1,141.9,408.9,B,929.5,610.2,314.6,65.2,62.2,A,26.2,54.8,71.4,76.7,382.7,A,X,X,X,X,418.9,A,X,X,X,X,-36.2,A,X,X,X,X
747,315,Clothing manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
748,315,Clothing manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2018,81,142.8,A,X,X,65.2,165.9,97.1,A,X,X,40.3,74.7,45.7,A,X,X,24.9,91.2,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X
749,315,Clothing manufacturing,48,Alberta,1,Rural,3,All businesses,2018,71.4,119.4,A,X,X,X,X,103,A,X,X,X,X,16.4,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
750,315,Clothing manufacturing,48,Alberta,2,Urban,3,All businesses,2018,77.2,296.4,A,X,X,307.8,81.7,248.3,A,X,X,237.6,29.8,48.1,A,X,X,70.2,51.9,462.9,A,X,X,X,X,505.7,A,X,X,X,X,-42.8,A,X,X,X,X
751,315,Clothing manufacturing,59,British Columbia,1,Rural,3,All businesses,2018,89.3,156.7,A,164.7,80,150.8,234.8,115.9,A,163.9,69.4,110.5,140.4,40.8,A,0.8,10.6,40.3,94.4,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
752,315,Clothing manufacturing,59,British Columbia,2,Urban,3,All businesses,2018,75.8,309.6,B,X,X,309.8,101,249,B,X,X,226.6,36.5,60.6,B,X,X,83.2,64.5,413.2,A,X,X,X,X,480.8,A,X,X,X,X,-67.7,A,X,X,X,X
753,315,Clothing manufacturing,63,Territories,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X
754,315,Clothing manufacturing,63,Territories,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
755,315,Clothing manufacturing,60,Yukon,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
756,315,Clothing manufacturing,60,Yukon,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
757,315,Clothing manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X
758,315,Clothing manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
759,315,Clothing manufacturing,62,Nunavut,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
760,316,Leather and allied product manufacturing,0,Canada,1,Rural,3,All businesses,2018,80.3,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
761,316,Leather and allied product manufacturing,0,Canada,2,Urban,3,All businesses,2018,72.5,347.2,A,X,X,357.9,164.3,286.7,A,X,X,291.4,75.6,60.5,A,X,X,66.5,88.7,322.2,A,X,X,X,X,419.7,A,X,X,X,X,-97.5,A,X,X,X,X
762,316,Leather and allied product manufacturing,15,Altantic,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
763,316,Leather and allied product manufacturing,15,Altantic,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,E,X,X,X,X,X,C,X,X,X,X,X,C,X,X,X,X
764,316,Leather and allied product manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
765,316,Leather and allied product manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
766,316,Leather and allied product manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
767,316,Leather and allied product manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
768,316,Leather and allied product manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
769,316,Leather and allied product manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X
770,316,Leather and allied product manufacturing,13,New Brunswick,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
771,316,Leather and allied product manufacturing,13,New Brunswick,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
772,316,Leather and allied product manufacturing,24,Québec,1,Rural,3,All businesses,2018,89.3,340.8,A,734.7,162.6,535.7,98.8,288.9,A,716.9,147.1,416,59,51.9,A,17.8,15.6,119.7,39.8,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
773,316,Leather and allied product manufacturing,24,Québec,2,Urban,3,All businesses,2018,68.3,318.4,A,X,X,400.2,81.1,264.9,A,X,X,321,23.9,53.5,A,X,X,79.2,57.2,469.2,A,X,X,X,X,671.8,A,X,X,X,X,-202.6,A,X,X,X,X
774,316,Leather and allied product manufacturing,35,Ontario,1,Rural,3,All businesses,2018,78.6,193.2,A,X,X,105,60.3,157.5,A,X,X,67.5,15.4,35.7,A,X,X,37.5,45,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
775,316,Leather and allied product manufacturing,35,Ontario,2,Urban,3,All businesses,2018,69.1,408.8,A,X,X,593.1,125,355.2,A,X,X,515.7,64.3,53.5,A,X,X,77.4,60.8,246.5,A,X,X,X,X,294.7,A,X,X,X,X,-48.2,A,X,X,X,X
776,316,Leather and allied product manufacturing,49,Prairies,1,Rural,3,All businesses,2018,64.3,66.9,A,X,X,X,X,49.2,B,X,X,X,X,17.7,A,X,X,X,X,152.9,A,X,X,X,X,179.5,A,X,X,X,X,-26.6,A,X,X,X,X
777,316,Leather and allied product manufacturing,49,Prairies,2,Urban,3,All businesses,2018,78.8,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
778,316,Leather and allied product manufacturing,46,Manitoba,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
779,316,Leather and allied product manufacturing,46,Manitoba,2,Urban,3,All businesses,2018,100,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
780,316,Leather and allied product manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
781,316,Leather and allied product manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
782,316,Leather and allied product manufacturing,48,Alberta,1,Rural,3,All businesses,2018,55.6,X,A,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
783,316,Leather and allied product manufacturing,48,Alberta,2,Urban,3,All businesses,2018,78.9,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
784,316,Leather and allied product manufacturing,59,British Columbia,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
785,316,Leather and allied product manufacturing,59,British Columbia,2,Urban,3,All businesses,2018,84.6,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X,X,C,X,X,X,X,X,E,X,X,X,X
786,316,Leather and allied product manufacturing,63,Territories,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
787,316,Leather and allied product manufacturing,63,Territories,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
788,316,Leather and allied product manufacturing,60,Yukon,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
789,316,Leather and allied product manufacturing,60,Yukon,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
790,316,Leather and allied product manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
791,316,Leather and allied product manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
792,316,Leather and allied product manufacturing,62,Nunavut,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
793,321,Wood product manufacturing,0,Canada,1,Rural,3,All businesses,2018,74.6,712.4,A,X,X,800.1,224.9,627.7,A,X,X,684.6,131,84.7,A,X,X,115.6,93.9,619.1,A,X,X,X,X,706.8,A,X,X,X,X,-87.6,B,X,X,X,X
794,321,Wood product manufacturing,0,Canada,2,Urban,3,All businesses,2018,75.3,750.5,A,352.8,1150.6,854.4,250.9,655.5,A,352.8,1106.7,732.1,131.1,95,A,0,44,122.3,119.8,679,A,X,X,X,X,777.7,A,X,X,X,X,-98.7,A,X,X,X,X
795,321,Wood product manufacturing,15,Altantic,1,Rural,3,All businesses,2018,68,780.4,A,X,X,1134.6,218.8,698.8,A,X,X,1015.5,138.9,81.7,A,X,X,119.1,79.8,443.5,A,X,X,X,X,512.8,A,X,X,X,X,-69.3,A,X,X,X,X
796,321,Wood product manufacturing,15,Altantic,2,Urban,3,All businesses,2018,74.8,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
797,321,Wood product manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2018,42.3,790.1,A,X,X,X,X,726.7,A,X,X,X,X,63.4,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
798,321,Wood product manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2018,70.6,294.1,C,X,X,450.3,71.4,268.8,C,X,X,410.1,49,25.3,B,X,X,40.2,22.4,1323.1,B,X,X,X,X,1515.3,B,X,X,X,X,-192.2,A,X,X,X,X
799,321,Wood product manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2018,84.6,340,A,X,X,350.8,X,222.6,A,X,X,283.5,X,117.4,A,X,X,67.3,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
800,321,Wood product manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
801,321,Wood product manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2018,69.4,574,A,X,X,806.4,153.9,507.6,A,X,X,703.7,95.9,66.3,A,X,X,102.7,58,310.4,A,X,X,X,X,346.6,A,X,X,X,X,-36.2,A,X,X,X,X
802,321,Wood product manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2018,67.4,1086.7,A,X,X,1813.3,74.6,996.4,A,X,X,1638.5,32.7,90.3,A,X,X,174.9,42,585.3,A,X,X,X,X,640.2,A,X,X,X,X,-54.9,A,X,X,X,X
803,321,Wood product manufacturing,13,New Brunswick,1,Rural,3,All businesses,2018,75,1129.5,A,X,X,992.4,397.5,1035.9,A,X,X,879.1,322.2,93.6,A,X,X,113.3,75.3,363.2,A,X,X,X,X,431.9,A,X,X,X,X,-68.7,B,X,X,X,X
804,321,Wood product manufacturing,13,New Brunswick,2,Urban,3,All businesses,2018,80.9,922.1,B,X,X,1408.5,220.5,848.6,B,X,X,1268.7,155.5,73.5,B,X,X,139.8,65,269.1,A,X,X,X,X,360.9,A,X,X,X,X,-91.8,A,X,X,X,X
805,321,Wood product manufacturing,24,Québec,1,Rural,3,All businesses,2018,76.8,801,A,1357.6,1448.4,655.2,260.5,714.3,A,1355.4,1382.1,558.2,157.6,86.7,A,2.2,66.3,97,102.9,852.1,A,X,X,X,X,952.1,A,X,X,X,X,-100,A,X,X,X,X
806,321,Wood product manufacturing,24,Québec,2,Urban,3,All businesses,2018,79.4,736.3,A,1284,1253.6,603.7,255,651.6,A,1276.4,1175.5,508.8,160.3,84.7,A,7.6,78,94.9,94.7,687.8,A,X,X,X,X,754.9,A,X,X,X,X,-67.1,A,X,X,X,X
807,321,Wood product manufacturing,35,Ontario,1,Rural,3,All businesses,2018,77.4,684.5,A,629.3,1023.8,826.8,208.1,604.4,A,629,980.9,699.6,130.4,80.1,A,0.3,42.8,127.2,77.7,486.9,A,X,X,X,X,609.1,A,X,X,X,X,-122.2,B,X,X,X,X
808,321,Wood product manufacturing,35,Ontario,2,Urban,3,All businesses,2018,73.5,695.1,A,X,X,804.9,209.2,613.1,A,X,X,693.4,115.7,82,B,X,X,111.5,93.5,623.5,A,X,X,X,X,704.2,A,X,X,X,X,-80.6,A,X,X,X,X
809,321,Wood product manufacturing,49,Prairies,1,Rural,3,All businesses,2018,72.7,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
810,321,Wood product manufacturing,49,Prairies,2,Urban,3,All businesses,2018,72.7,671.9,A,X,X,787.5,237.8,568.3,A,X,X,650.6,103,103.6,B,X,X,136.9,134.9,861.3,A,X,X,X,X,1080.5,A,X,X,X,X,-219.2,B,X,X,X,X
811,321,Wood product manufacturing,46,Manitoba,1,Rural,3,All businesses,2018,80.6,807.3,B,X,X,1078.3,134.5,734.2,B,X,X,944.6,59,73.1,B,X,X,133.7,75.5,1086.1,A,X,X,X,X,1157.2,A,X,X,X,X,-71,A,X,X,X,X
812,321,Wood product manufacturing,46,Manitoba,2,Urban,3,All businesses,2018,83.3,X,B,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
813,321,Wood product manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2018,52.9,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
814,321,Wood product manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2018,71.1,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
815,321,Wood product manufacturing,48,Alberta,1,Rural,3,All businesses,2018,73.3,483.1,A,X,X,491,193,392,A,X,X,372,82.5,91.1,A,X,X,119,110.5,203.2,A,X,X,X,X,274.6,A,X,X,X,X,-71.4,A,X,X,X,X
816,321,Wood product manufacturing,48,Alberta,2,Urban,3,All businesses,2018,70.9,595,A,X,X,669.6,233.6,500.5,A,X,X,557.1,102.6,94.5,B,X,X,112.5,131,891.8,A,X,X,X,X,1159.4,A,X,X,X,X,-267.7,B,X,X,X,X
817,321,Wood product manufacturing,59,British Columbia,1,Rural,3,All businesses,2018,71.8,575.9,A,X,X,939.3,180.6,487.4,A,X,X,790.7,101.2,88.4,A,X,X,148.6,79.4,571.4,A,X,X,X,X,622.8,A,X,X,X,X,-51.4,A,X,X,X,X
818,321,Wood product manufacturing,59,British Columbia,2,Urban,3,All businesses,2018,75.1,861.6,A,X,X,959.3,336.5,736.3,A,X,X,820.5,148,125.3,A,X,X,138.8,188.5,684.7,A,X,X,X,X,779.6,A,X,X,X,X,-94.9,A,X,X,X,X
819,321,Wood product manufacturing,63,Territories,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
820,321,Wood product manufacturing,63,Territories,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,C,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
821,321,Wood product manufacturing,60,Yukon,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
822,321,Wood product manufacturing,60,Yukon,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,C,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
823,321,Wood product manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
824,321,Wood product manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
825,321,Wood product manufacturing,62,Nunavut,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
826,322,Paper manufacturing,0,Canada,1,Rural,3,All businesses,2018,81.8,794.8,A,X,X,851.9,308.4,707.7,A,X,X,728.9,189,87.1,A,X,X,123.1,119.4,473.6,A,X,X,X,X,1954.8,A,X,X,X,X,-1481.1,A,X,X,X,X
827,322,Paper manufacturing,0,Canada,2,Urban,3,All businesses,2018,76.6,1120,A,504.9,1550.6,1384.4,464.8,998.3,A,504.5,1511.6,1231,284.4,121.6,A,0.4,39,153.4,180.4,950.8,A,X,X,X,X,1053.8,A,X,X,X,X,-103,A,X,X,X,X
828,322,Paper manufacturing,15,Altantic,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
829,322,Paper manufacturing,15,Altantic,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
830,322,Paper manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
831,322,Paper manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
832,322,Paper manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
833,322,Paper manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
834,322,Paper manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
835,322,Paper manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
836,322,Paper manufacturing,13,New Brunswick,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
837,322,Paper manufacturing,13,New Brunswick,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,B,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
838,322,Paper manufacturing,24,Québec,1,Rural,3,All businesses,2018,84.2,493.3,A,X,X,402.2,393.6,422.5,A,X,X,348.8,236,70.8,A,X,X,53.3,157.5,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
839,322,Paper manufacturing,24,Québec,2,Urban,3,All businesses,2018,75.6,1487.5,A,X,X,2038.2,894.7,1330.9,A,X,X,1871.5,626,156.6,A,X,X,166.7,268.6,970.8,A,X,X,X,X,1096.6,A,X,X,X,X,-125.9,A,X,X,X,X
840,322,Paper manufacturing,35,Ontario,1,Rural,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
841,322,Paper manufacturing,35,Ontario,2,Urban,3,All businesses,2018,78.1,978.7,A,1436.2,1210.1,1341.2,328.5,872.2,A,1433.7,1179.4,1183,185.1,106.5,A,2.5,30.7,158.2,143.4,1047.1,A,X,X,X,X,1151.3,A,X,X,X,X,-104.1,B,X,X,X,X
842,322,Paper manufacturing,49,Prairies,1,Rural,3,All businesses,2018,X,X,E,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
843,322,Paper manufacturing,49,Prairies,2,Urban,3,All businesses,2018,61.5,842,A,X,X,X,X,602.9,A,X,X,X,X,239.1,A,X,X,X,X,594,A,X,X,X,X,648.9,A,X,X,X,X,-54.9,A,X,X,X,X
844,322,Paper manufacturing,46,Manitoba,1,Rural,3,All businesses,2018,X,X,E,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
845,322,Paper manufacturing,46,Manitoba,2,Urban,3,All businesses,2018,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X
846,322,Paper manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
847,322,Paper manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2018,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
