ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,"All businesses, minimum revenue value","All businesses, maximum revenue value","Businesses in first quartile, minimum value in revenue range","Businesses in first quartile, maximum value in revenue range","Businesses in second quartile, minimum value in revenue range","Businesses in second quartile, maximum value in revenue range","Businesses in third quartile, minimum value in revenue range","Businesses in third quartile, maximum value in revenue range","Businesses in fourth quartile, minimum value in revenue range","Businesses in fourth quartile, maximum value in revenue range",Total revenue,"Total revenue, quality indicator","Total revenue, first quartile","Total revenue, second quartile","Total revenue, third quartile","Total revenue, fourth quartile",Sales of goods and services,"Sales of goods and services, quality indicator","Sales of goods and services, first quartile","Sales of goods and services, second quartile","Sales of goods and services, third quartile","Sales of goods and services, fourth quartile","Sales of goods and services, percent of businesses reporting",All other revenues,"All other revenues,  quality indicator","All other revenues,  first quartile","All other revenues,  second quartile","All other revenues,  third quartile","All other revenues,  fourth quartile","All other revenues,  percent of businesses reporting",Sales of goods and services ( percent of total revenue),"Sales of goods and services ( percent of total revenue), quality indicator","Sales of goods and services ( percent of total revenue), first quartile","Sales of goods and services ( percent of total revenue), second quartile","Sales of goods and services ( percent of total revenue), third quartile","Sales of goods and services ( percent of total revenue), fourth quartile",All other revenues ( percent of total revenue),"All other revenues ( percent of total revenue), quality indicator","All other revenues ( percent of total revenue), first quartile","All other revenues ( percent of total revenue), second quartile","All other revenues ( percent of total revenue), third quartile","All other revenues ( percent of total revenue), fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,325,Chemical manufacturing,0,Canada,2,Urban,2,Incorporated,2017,238,5000,20000,5000,7127,7127,10000,10000,14000,14000,20000,10709.1,A,6061.1,8525.5,12040.7,16209.2,10496,A,6002.5,8300.5,11816.1,15865,100,213.1,A,58.6,224.9,224.6,344.2,55.9,98,A,99,97.4,98.1,97.9,2,A,1,2.6,1.9,2.1
59,326,Plastics and rubber products manufacturing,0,Canada,1,Rural,2,Incorporated,2017,44,5000,20000,5000,6822,6822,9143,9143,12000,12000,20000,9704.2,A,5890.2,7927.2,10781.8,14217.6,9590.3,A,5863.5,7849.2,10749.2,13899.3,100,113.9,A,26.8,78,32.6,318.3,68.2,98.8,A,99.5,99,99.7,97.8,1.2,A,0.5,1,0.3,2.2
60,326,Plastics and rubber products manufacturing,0,Canada,2,Urban,2,Incorporated,2017,385,5000,20000,5000,6851,6851,9357,9357,13000,13000,20000,10315.7,A,5848.1,8086.4,11171.7,16156.5,10163.3,A,5724.1,8002.4,11033.3,15893.5,99.5,152.4,A,124,84,138.5,263.1,54.5,98.5,A,97.9,99,98.8,98.4,1.5,A,2.1,1,1.2,1.6
61,327,Non-metallic mineral product manufacturing,0,Canada,1,Rural,2,Incorporated,2017,47,5000,20000,5000,6232,6232,8418,8418,12000,12000,20000,9514.3,A,5696.2,7448.4,10185.2,14727.3,9395.7,A,5624.8,7260,9998.4,14699.6,100,118.6,A,71.4,188.4,186.8,27.8,80.9,98.8,A,98.7,97.5,98.2,99.8,1.2,A,1.3,2.5,1.8,0.2
62,327,Non-metallic mineral product manufacturing,0,Canada,2,Urban,2,Incorporated,2017,214,5000,20000,5000,6380,6380,8094,8094,11000,11000,20000,9383.9,A,5661.7,7080.8,9472.4,15320.6,9207.3,A,5616,7004.3,9184.7,15024.3,99.5,176.5,A,45.7,76.5,287.7,296.2,56.5,98.1,A,99.2,98.9,97,98.1,1.9,A,0.8,1.1,3,1.9
63,331,Primary metal manufacturing,0,Canada,1,Rural,2,Incorporated,2017,12,5000,20000,5000,X,X,9592,9592,X,X,20000,10764.1,A,X,X,X,X,9942.2,A,X,X,X,X,100,821.9,A,X,X,X,X,41.7,92.4,A,X,X,X,X,7.6,A,X,X,X,X
64,331,Primary metal manufacturing,0,Canada,2,Urban,2,Incorporated,2017,66,5000,20000,5000,5895,5895,8946,8946,13000,13000,20000,9988.1,A,5479.5,7290.4,10513,16669.4,9924.4,A,5434.3,7279,10439.9,16544.4,100,63.7,A,45.3,11.3,73.2,125,51.5,99.4,A,99.2,99.8,99.3,99.2,0.6,A,0.8,0.2,0.7,0.8
65,332,Fabricated metal product manufacturing,0,Canada,1,Rural,2,Incorporated,2017,103,5000,20000,5000,6193,6193,9209,9209,12000,12000,20000,9761.6,A,5615,7835.1,10564.4,15031.8,9648.4,A,5509.9,7788.8,10448.6,14846.3,100,113.2,A,105.1,46.3,115.9,185.5,71.8,98.8,A,98.1,99.4,98.9,98.8,1.2,A,1.9,0.6,1.1,1.2
66,332,Fabricated metal product manufacturing,0,Canada,2,Urban,2,Incorporated,2017,863,5000,20000,5000,6472,6472,8283,8283,12000,12000,20000,9493,A,5688.7,7290.3,9794.6,15198.3,9415.8,A,5646.5,7250.4,9656,15110.1,100,77.2,A,42.2,39.9,138.6,88.2,52.1,99.2,A,99.3,99.5,98.6,99.4,0.8,A,0.7,0.5,1.4,0.6
67,333,Machinery manufacturing,0,Canada,1,Rural,2,Incorporated,2017,119,5000,20000,5000,6346,6346,8102,8102,12000,12000,20000,9406.7,A,5694.1,7296.4,9852.1,14784.3,9289.1,A,5472.8,7250.8,9791.9,14640.8,99.2,117.7,A,221.4,45.5,60.3,143.6,69.7,98.7,A,96.1,99.4,99.4,99,1.3,A,3.9,0.6,0.6,1
68,333,Machinery manufacturing,0,Canada,2,Urban,2,Incorporated,2017,639,5000,20000,5000,6589,6589,8666,8666,13000,13000,20000,9934.9,A,5786.3,7540.7,10433.1,15979.8,9776.9,A,5712.5,7427.7,10202.1,15765.4,99.5,158,A,73.8,112.9,231,214.4,61.5,98.4,A,98.7,98.5,97.8,98.7,1.6,A,1.3,1.5,2.2,1.3
69,334,Computer and electronic product manufacturing,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
70,334,Computer and electronic product manufacturing,0,Canada,2,Urban,2,Incorporated,2017,258,5000,20000,5000,6539,6539,9254,9254,13000,13000,20000,10153.1,A,5743.3,7692.9,11138.3,16037.9,9827.3,A,5271.2,7381.5,10929.6,15726.9,98.8,325.8,B,472.1,311.3,208.7,311,57.4,96.8,A,91.8,96,98.1,98.1,3.2,B,8.2,4,1.9,1.9
71,335,"Electrical equipment, appliance and component manufacturing",0,Canada,1,Rural,2,Incorporated,2017,11,5000,20000,5000,X,X,7669,7669,X,X,20000,9484.7,A,X,X,X,X,9376,A,X,X,X,X,100,108.7,C,X,X,X,X,63.6,98.9,A,X,X,X,X,1.1,C,X,X,X,X
72,335,"Electrical equipment, appliance and component manufacturing",0,Canada,2,Urban,2,Incorporated,2017,155,5000,20000,5000,6516,6516,8988,8988,13000,13000,20000,10129.5,A,5784.7,7925.5,10738.4,16069.4,10005.5,A,5597.4,7821.8,10612.7,15989.8,99.4,124.1,A,187.2,103.7,125.7,79.6,58.1,98.8,A,96.8,98.7,98.8,99.5,1.2,A,3.2,1.3,1.2,0.5
73,336,Transportation equipment manufacturing,0,Canada,1,Rural,2,Incorporated,2017,46,5000,20000,5000,6362,6362,9059,9059,12000,12000,20000,9709.9,A,5747.1,7861.7,10327.1,14903.6,9616.8,A,5720.7,7845.4,10232,14669.3,100,93,A,26.4,16.3,95.1,234.3,56.5,99,A,99.5,99.8,99.1,98.4,1,A,0.5,0.2,0.9,1.6
74,336,Transportation equipment manufacturing,0,Canada,2,Urban,2,Incorporated,2017,207,5000,20000,5000,6438,6438,9141,9141,13000,13000,20000,10212.5,A,5708.7,7930.6,10722.1,16488.5,10034.8,A,5596.4,7807.8,10520.1,16215,100,177.6,A,112.3,122.8,202,273.6,58,98.3,A,98,98.5,98.1,98.3,1.7,A,2,1.5,1.9,1.7
75,337,Furniture and related product manufacturing,0,Canada,1,Rural,2,Incorporated,2017,40,5000,20000,5000,6152,6152,8611,8611,11000,11000,20000,9317.8,A,5473.1,7747.8,9857.1,14193.3,9276.8,A,5464.4,7693.1,9837,14112.7,100,41,A,8.7,54.7,20.1,80.6,70,99.6,A,99.8,99.3,99.8,99.4,0.4,A,0.2,0.7,0.2,0.6
76,337,Furniture and related product manufacturing,0,Canada,2,Urban,2,Incorporated,2017,256,5000,20000,5000,6115,6115,8417,8417,12000,12000,20000,9402.7,A,5588.7,7048.9,10214.5,14758.5,9371.2,A,5575.3,6996.8,10194.9,14717.7,100,31.5,A,13.5,52.1,19.6,40.8,47.7,99.7,A,99.8,99.3,99.8,99.7,0.3,A,0.2,0.7,0.2,0.3
77,339,Miscellaneous manufacturing,0,Canada,1,Rural,2,Incorporated,2017,32,5000,20000,5000,5931,5931,7192,7192,9607,9607,20000,8051.4,A,5439.6,6623.1,8298.1,11844.8,8016.7,A,5424.9,6570.2,8278.9,11792.9,100,34.7,A,14.8,53,19.1,52,59.4,99.6,A,99.7,99.2,99.8,99.6,0.4,A,0.3,0.8,0.2,0.4
78,339,Miscellaneous manufacturing,0,Canada,2,Urban,2,Incorporated,2017,269,5000,20000,5000,6411,6411,8715,8715,12000,12000,20000,9733,A,5645.8,7514.2,10225.5,15546.5,9586.3,A,5630.4,7447.7,10147.4,15120,99.6,146.7,C,15.5,66.5,78.2,426.5,49.4,98.5,A,99.7,99.1,99.2,97.3,1.5,C,0.3,0.9,0.8,2.7
79,41,Wholesale trade,0,Canada,1,Rural,2,Incorporated,2017,795,5000,20000,5000,6532,6532,8618,8618,12000,12000,20000,9801.3,A,5740.2,7487.1,10365.3,15612.5,9670.9,A,5644.4,7345.9,10259,15434.3,99.6,130.4,A,95.8,141.2,106.3,178.3,62,98.7,A,98.3,98.1,99,98.9,1.3,A,1.7,1.9,1,1.1
80,41,Wholesale trade,0,Canada,2,Urban,2,Incorporated,2017,6435,5000,20000,5000,6485,6485,8693,8693,12000,12000,20000,9824.7,A,5708.7,7500.3,10352.1,15737.8,9698.1,A,5620.2,7395.6,10224.2,15552.4,99.8,126.6,A,88.5,104.7,127.9,185.3,47.1,98.7,A,98.4,98.6,98.8,98.8,1.3,A,1.6,1.4,1.2,1.2
81,411,Farm product merchant wholesalers,0,Canada,1,Rural,2,Incorporated,2017,61,5000,20000,5000,6212,6212,8841,8841,13000,13000,20000,9975.8,A,5616.1,7511.6,10916.5,15858.9,9877.1,A,5565.6,7436.4,10817.1,15689.1,100,98.7,A,50.5,75.2,99.5,169.7,63.9,99,A,99.1,99,99.1,98.9,1,A,0.9,1,0.9,1.1
82,411,Farm product merchant wholesalers,0,Canada,2,Urban,2,Incorporated,2017,95,5000,20000,5000,6127,6127,8427,8427,13000,13000,20000,9897.1,A,5647.9,7350.8,10763.6,15826.3,9836.2,A,5623.9,7319.2,10732.5,15669.1,100,61,A,24,31.6,31.1,157.2,63.2,99.4,A,99.6,99.6,99.7,99,0.6,A,0.4,0.4,0.3,1
83,412,Petroleum and petroleum products merchant wholesalers,0,Canada,1,Rural,2,Incorporated,2017,38,5000,20000,5000,6368,6368,9332,9332,14000,14000,20000,10596.8,A,5852,7778.7,11523,17233.4,10521.5,A,5820.4,7756.6,11448.3,17060.7,100,75.3,A,31.6,22.1,74.7,172.7,68.4,99.3,A,99.5,99.7,99.4,99,0.7,A,0.5,0.3,0.6,1
84,412,Petroleum and petroleum products merchant wholesalers,0,Canada,2,Urban,2,Incorporated,2017,59,5000,20000,5000,6962,6962,8792,8792,13000,13000,20000,10154.4,A,6143.6,7771.2,10784.4,15918.4,9953.4,A,5981,7469.1,10460.8,15902.7,100,201,A,162.7,302.1,323.5,15.7,45.8,98,A,97.4,96.1,97,99.9,2,A,2.6,3.9,3,0.1
85,413,"Food, beverage and tobacco merchant wholesalers",0,Canada,1,Rural,2,Incorporated,2017,161,5000,20000,5000,6727,6727,8845,8845,13000,13000,20000,9931.1,A,5865.5,7772.3,10588.2,15498.6,9757.6,A,5836.8,7628.4,10338.3,15226.9,100,173.5,A,28.8,143.9,249.9,271.7,57.1,98.3,A,99.5,98.1,97.6,98.2,1.7,A,0.5,1.9,2.4,1.8
86,413,"Food, beverage and tobacco merchant wholesalers",0,Canada,2,Urban,2,Incorporated,2017,913,5000,20000,5000,6621,6621,9162,9162,13000,13000,20000,10273.1,A,5812.8,7679.2,11161,16439.4,10201.6,A,5768.3,7635.7,11125.8,16276.7,99.9,71.5,A,44.5,43.5,35.2,162.6,38.1,99.3,A,99.2,99.4,99.7,99,0.7,A,0.8,0.6,0.3,1
87,414,Personal and household goods merchant wholesalers,0,Canada,1,Rural,2,Incorporated,2017,13,5000,20000,5000,5787,5787,6547,6547,9285,9285,20000,9218.4,A,5675.6,6455.6,9007.7,15734.5,9215.6,A,5675.6,6453.8,9007.7,15725.4,100,2.7,A,0,1.8,0,9.1,23.1,100,A,100,100,100,99.9,0,A,0,0,0,0.1
88,414,Personal and household goods merchant wholesalers,0,Canada,2,Urban,2,Incorporated,2017,862,5000,20000,5000,6530,6530,8699,8699,13000,13000,20000,9942.9,A,5750.2,7520.3,10365.6,16135.5,9811.3,A,5652.5,7391,10230.3,15971.6,100,131.5,A,97.7,129.3,135.3,163.9,44.7,98.7,A,98.3,98.3,98.7,99,1.3,A,1.7,1.7,1.3,1
89,415,Motor vehicle and motor vehicle parts and accessories merchant wholesalers,0,Canada,1,Rural,2,Incorporated,2017,51,5000,20000,5000,6736,6736,8737,8737,12000,12000,20000,10278.1,A,6096.9,8106.2,10970.7,15938.7,10177.6,A,5922,8088,10864.6,15835.9,100,100.5,A,174.9,18.2,106.1,102.8,64.7,99,A,97.1,99.8,99,99.4,1,A,2.9,0.2,1,0.6
90,415,Motor vehicle and motor vehicle parts and accessories merchant wholesalers,0,Canada,2,Urban,2,Incorporated,2017,447,5000,20000,5000,6413,6413,8919,8919,12000,12000,20000,9952.2,A,5766,7616.4,10558,15868.6,9902.5,A,5737.5,7565.5,10496.8,15810.4,100,49.7,B,28.5,50.9,61.2,58.2,49.2,99.5,A,99.5,99.3,99.4,99.6,0.5,B,0.5,0.7,0.6,0.4
91,416,Building material and supplies merchant wholesalers,0,Canada,1,Rural,2,Incorporated,2017,67,5000,20000,5000,6047,6047,7829,7829,12000,12000,20000,9712,A,5491.2,7148.1,10054.8,16153.9,9467.9,A,5131.6,6694.3,10031.4,16014.2,97,244.1,A,359.6,453.8,23.4,139.8,56.7,97.5,A,93.5,93.7,99.8,99.1,2.5,A,6.5,6.3,0.2,0.9
92,416,Building material and supplies merchant wholesalers,0,Canada,2,Urban,2,Incorporated,2017,1031,5000,20000,5000,6456,6456,8832,8832,12000,12000,20000,9784.1,A,5649.9,7632.5,10318.8,15535.4,9685,A,5555.1,7545,10247.3,15392.7,99.8,99.1,B,94.8,87.4,71.5,142.7,46.8,99,A,98.3,98.9,99.3,99.1,1,B,1.7,1.1,0.7,0.9
93,417,"Machinery, equipment and supplies merchant wholesalers",0,Canada,1,Rural,2,Incorporated,2017,235,5000,20000,5000,6414,6414,8305,8305,12000,12000,20000,9538.3,A,5710.2,7363.6,9912.4,15167,9427.9,A,5691,7181.5,9850.5,14988.5,100,110.4,A,19.2,182.1,61.9,178.5,68.9,98.8,A,99.7,97.5,99.4,98.8,1.2,A,0.3,2.5,0.6,1.2
94,417,"Machinery, equipment and supplies merchant wholesalers",0,Canada,2,Urban,2,Incorporated,2017,1796,5000,20000,5000,6472,6472,8497,8497,12000,12000,20000,9616,A,5696,7431.1,10042.5,15294.4,9481.1,A,5633.3,7337.4,9892.2,15061.6,99.8,134.9,A,62.8,93.7,150.2,232.9,51.1,98.6,A,98.9,98.7,98.5,98.5,1.4,A,1.1,1.3,1.5,1.5
95,418,Miscellaneous merchant wholesalers,0,Canada,1,Rural,2,Incorporated,2017,140,5000,20000,5000,6816,6816,8955,8955,12000,12000,20000,9960.8,A,5878.2,7651.8,10694.6,15618.8,9843.1,A,5681.7,7586,10651.3,15453.4,99.3,117.7,A,196.4,65.8,43.3,165.4,61.4,98.8,A,96.7,99.1,99.6,98.9,1.2,A,3.3,0.9,0.4,1.1
96,418,Miscellaneous merchant wholesalers,0,Canada,2,Urban,2,Incorporated,2017,888,5000,20000,5000,6523,6523,8702,8702,13000,13000,20000,9885.7,A,5719.8,7546.6,10413.6,15863,9743.3,A,5609,7441.3,10217,15706,99.8,142.4,A,110.8,105.3,196.6,157.1,47.1,98.6,A,98.1,98.6,98.1,99,1.4,A,1.9,1.4,1.9,1
97,419,"Business-to-business electronic markets, and agents and brokers",0,Canada,1,Rural,2,Incorporated,2017,29,5000,20000,5000,5898,5898,7156,7156,10000,10000,20000,8661.4,A,5487.7,6428.8,8912.4,13816.8,8562,A,5366.8,6425,8690,13766.2,100,99.4,A,120.9,3.8,222.4,50.6,48.3,98.9,A,97.8,99.9,97.5,99.6,1.1,A,2.2,0.1,2.5,0.4
98,419,"Business-to-business electronic markets, and agents and brokers",0,Canada,2,Urban,2,Incorporated,2017,344,5000,20000,5000,6142,6142,7732,7732,11000,11000,20000,9150.2,A,5511,6862.4,9439.2,14788.2,8785.9,A,5201.2,6665.6,8941.6,14335.3,98.5,364.3,A,309.8,196.8,497.6,452.8,50,96,A,94.4,97.1,94.7,96.9,4,A,5.6,2.9,5.3,3.1
99,44-45,Retail trade,0,Canada,1,Rural,2,Incorporated,2017,1961,5000,20000,5000,6272,6272,8407,8407,13000,13000,20000,9671.1,A,5587.4,7253.2,10277.3,15566.5,9505.4,A,5510.8,7155.9,10101.3,15253.4,99.9,165.7,A,76.6,97.3,176,313.1,75.4,98.3,A,98.6,98.7,98.3,98,1.7,A,1.4,1.3,1.7,2
100,44-45,Retail trade,0,Canada,2,Urban,2,Incorporated,2017,6638,5000,20000,5000,6464,6464,8862,8862,13000,13000,20000,10018.5,A,5669.2,7561.8,10700.7,16142.5,9841.8,A,5593.9,7445.2,10530.5,15797.6,99.8,176.7,A,75.3,116.5,170.2,344.8,61.9,98.2,A,98.7,98.5,98.4,97.9,1.8,A,1.3,1.5,1.6,2.1
101,441,Motor vehicle and parts dealers,0,Canada,1,Rural,2,Incorporated,2017,507,5000,20000,5000,7281,7281,11000,11000,15000,15000,20000,11189.2,A,6103.1,8877,12796.4,16980.2,11007.8,A,6055.5,8785.1,12671.6,16519,99.8,181.4,A,47.6,91.9,124.8,461.3,74,98.4,A,99.2,99,99,97.3,1.6,A,0.8,1,1,2.7
102,441,Motor vehicle and parts dealers,0,Canada,2,Urban,2,Incorporated,2017,1533,5000,20000,5000,6919,6919,10000,10000,14000,14000,20000,10868.8,A,5878,8327,12132.1,17138,10695.9,A,5837.2,8168.4,11992.4,16785.5,99.6,172.9,A,40.8,158.6,139.7,352.5,57.7,98.4,A,99.3,98.1,98.8,97.9,1.6,A,0.7,1.9,1.2,2.1
103,442,Furniture and home furnishings stores,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,B,X,X,X,X,64.7,X,A,X,X,X,X,X,B,X,X,X,X
104,442,Furniture and home furnishings stores,0,Canada,2,Urban,2,Incorporated,2017,308,5000,20000,5000,6036,6036,7601,7601,10000,10000,20000,8712.5,A,5459.3,6787.8,8772.1,13831,8625.7,A,5427.8,6753.7,8736.3,13585.1,99.7,86.8,A,31.6,34.1,35.8,245.9,53.6,99,A,99.4,99.5,99.6,98.2,1,A,0.6,0.5,0.4,1.8
105,443,Electronics and appliance stores,0,Canada,1,Rural,2,Incorporated,2017,7,5000,20000,5000,X,X,5945,5945,X,X,20000,6618.5,A,X,X,X,X,6586,A,X,X,X,X,100,32.6,B,X,X,X,X,71.4,99.5,A,X,X,X,X,0.5,B,X,X,X,X
106,443,Electronics and appliance stores,0,Canada,2,Urban,2,Incorporated,2017,147,5000,20000,5000,6124,6124,7259,7259,10000,10000,20000,8642.3,A,5551,6698.5,8594.7,13724.9,8451.3,A,5235.9,6666.1,8433.3,13469.8,100,191,A,315.1,32.5,161.4,255.1,50.3,97.8,A,94.3,99.5,98.1,98.1,2.2,A,5.7,0.5,1.9,1.9
107,444,Building material and garden equipment and supplies dealers,0,Canada,1,Rural,2,Incorporated,2017,263,5000,20000,5000,6071,6071,7840,7840,11000,11000,20000,9101.3,A,5463.5,6973.6,9544.5,14423.5,8936.9,A,5416.9,6869.5,9248,14213.3,100,164.3,A,46.6,104.1,296.5,210.2,86.3,98.2,A,99.1,98.5,96.9,98.5,1.8,A,0.9,1.5,3.1,1.5
108,444,Building material and garden equipment and supplies dealers,0,Canada,2,Urban,2,Incorporated,2017,512,5000,20000,5000,6031,6031,8003,8003,12000,12000,20000,9228.8,A,5477.8,6970,9594,14873.3,9147.9,A,5450.8,6931.8,9503.8,14705.3,100,80.8,A,27.1,38.2,90.2,168,62.1,99.1,A,99.5,99.5,99.1,98.9,0.9,A,0.5,0.5,0.9,1.1
109,445,Food and beverage stores,0,Canada,1,Rural,2,Incorporated,2017,474,5000,20000,5000,6256,6256,9388,9388,13000,13000,20000,10177.4,A,5600.7,7668.8,11261.5,16178.6,9978.2,A,5488.5,7550.6,11012.5,15861.3,100,199.2,A,112.2,118.3,249.1,317.4,73.6,98,A,98,98.5,97.8,98,2,A,2,1.5,2.2,2
110,445,Food and beverage stores,0,Canada,2,Urban,2,Incorporated,2017,1092,5000,20000,5000,6818,6818,10000,10000,15000,15000,20000,11115.7,A,5750.8,8476.8,12790.6,17444.7,10877.8,A,5683.6,8371.9,12518.9,16937.1,99.8,237.9,A,67.3,105,271.8,507.7,60,97.9,A,98.8,98.8,97.9,97.1,2.1,A,1.2,1.2,2.1,2.9
111,446,Health and personal care stores,0,Canada,1,Rural,2,Incorporated,2017,176,5000,20000,5000,5909,5909,7177,7177,9030,9030,20000,8041.9,A,5462.5,6533.5,7975,12196.5,7844.5,A,5324.2,6426.1,7748.5,11879.1,100,197.4,A,138.3,107.4,226.5,317.4,73.9,97.5,A,97.5,98.4,97.2,97.4,2.5,A,2.5,1.6,2.8,2.6
112,446,Health and personal care stores,0,Canada,2,Urban,2,Incorporated,2017,1219,5000,20000,5000,6965,6965,9382,9382,13000,13000,20000,10145.6,A,5961,8143.4,10868,15610.2,9886.6,A,5808.3,7901.8,10583.5,15252.6,100,259.1,A,152.6,241.6,284.5,357.6,76.4,97.4,A,97.4,97,97.4,97.7,2.6,A,2.6,3,2.6,2.3
113,447,Gasoline stations,0,Canada,1,Rural,2,Incorporated,2017,262,5000,20000,5000,5591,5591,6536,6536,8339,8339,20000,7539,A,5262.3,5995.7,7340.9,11557,7442.4,A,5224.9,5951.4,7231,11362.4,100,96.6,A,37.5,44.3,109.8,194.6,63.7,98.7,A,99.3,99.3,98.5,98.3,1.3,A,0.7,0.7,1.5,1.7
114,447,Gasoline stations,0,Canada,2,Urban,2,Incorporated,2017,663,5000,20000,5000,5916,5916,7189,7189,9259,9259,20000,8130.2,A,5439,6493,7940.8,12647.9,8002,A,5381.6,6386.9,7845.2,12394.4,99.8,128.1,A,57.4,106.1,95.6,253.5,54.6,98.4,A,98.9,98.4,98.8,98,1.6,A,1.1,1.6,1.2,2
115,448,Clothing and clothing accessories stores,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,77.8,X,A,X,X,X,X,X,A,X,X,X,X
116,448,Clothing and clothing accessories stores,0,Canada,2,Urban,2,Incorporated,2017,248,5000,20000,5000,6176,6176,8009,8009,11000,11000,20000,9108.3,A,5501.9,7051.6,9260.3,14619.4,9055.8,A,5490.9,6974.8,9212.4,14545.3,100,52.5,A,11,76.8,47.9,74.1,43.1,99.4,A,99.8,98.9,99.5,99.5,0.6,A,0.2,1.1,0.5,0.5
117,451,"Sporting goods, hobby, book and music stores",0,Canada,1,Rural,2,Incorporated,2017,6,5000,20000,5000,X,X,X,X,X,X,20000,9174.8,A,X,X,X,X,9122.6,A,X,X,X,X,100,52.2,A,X,X,X,X,66.7,99.4,A,X,X,X,X,0.6,A,X,X,X,X
118,451,"Sporting goods, hobby, book and music stores",0,Canada,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,51.3,X,A,X,X,X,X,X,A,X,X,X,X
119,452,General merchandise stores,0,Canada,1,Rural,2,Incorporated,2017,185,5000,20000,5000,6974,6974,9080,9080,12000,12000,20000,10040.9,A,6099.8,8116.4,10640.4,15306.8,9896.5,A,6006,8060.2,10514.6,15005,100,144.4,A,93.8,56.2,125.8,301.8,94.1,98.6,A,98.5,99.3,98.8,98,1.4,A,1.5,0.7,1.2,2
120,452,General merchandise stores,0,Canada,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,89.7,X,A,X,X,X,X,X,A,X,X,X,X
121,453,Miscellaneous store retailers,0,Canada,1,Rural,2,Incorporated,2017,24,5000,20000,5000,5608,5608,6741,6741,11000,11000,20000,9265.3,A,5211.7,6340.3,9206.8,16302.5,9186.7,A,5145.3,6317.4,9091.9,16192.2,100,78.6,A,66.4,23,114.9,110.3,66.7,99.2,A,98.7,99.6,98.8,99.3,0.8,A,1.3,0.4,1.2,0.7
122,453,Miscellaneous store retailers,0,Canada,2,Urban,2,Incorporated,2017,220,5000,20000,5000,5831,5831,7275,7275,9758,9758,20000,8313.3,A,5452.6,6460.9,8302.1,13037.7,8073.4,A,5362.9,6292,8029.1,12609.5,99.5,239.9,B,89.7,169,272.9,428.2,56.4,97.1,A,98.4,97.4,96.7,96.7,2.9,B,1.6,2.6,3.3,3.3
123,454,Non-store retailers,0,Canada,1,Rural,2,Incorporated,2017,31,5000,20000,5000,6442,6442,8058,8058,12000,12000,20000,9269.6,A,5814.1,7387.9,9730.7,14145.5,9173.8,A,5798.6,7327.2,9565,14004.5,100,95.7,A,15.5,60.7,165.8,141,45.2,99,A,99.7,99.2,98.3,99,1,A,0.3,0.8,1.7,1
124,454,Non-store retailers,0,Canada,2,Urban,2,Incorporated,2017,188,5000,20000,5000,6314,6314,8492,8492,12000,12000,20000,9611.3,A,5601.5,7362.2,10035.3,15446.1,9328.6,A,5502.4,7348.8,9744.7,14718.3,98.9,282.7,A,99,13.4,290.7,727.8,48.4,97.1,A,98.2,99.8,97.1,95.3,2.9,A,1.8,0.2,2.9,4.7
125,48-49,Transportation and warehousing,0,Canada,1,Rural,2,Incorporated,2017,436,5000,20000,5000,6070,6070,7869,7869,12000,12000,20000,9105.5,A,5496.6,6947.4,9419.1,14558.8,8864.9,A,5396.6,6696.9,9242.7,14123.5,98.9,240.5,A,100,250.4,176.4,435.2,58.3,97.4,A,98.2,96.4,98.1,97,2.6,A,1.8,3.6,1.9,3
126,48-49,Transportation and warehousing,0,Canada,2,Urban,2,Incorporated,2017,2235,5000,20000,5000,6330,6330,8402,8402,12000,12000,20000,9540.7,A,5627.1,7272.5,10003.3,15260.1,9275.2,A,5443.3,7070.1,9670.2,14917.3,98.5,265.5,A,183.8,202.4,333.1,342.8,42,97.2,A,96.7,97.2,96.7,97.8,2.8,A,3.3,2.8,3.3,2.2
127,481,Air transportation,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,50,X,A,X,X,X,X,X,A,X,X,X,X
