ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,"All businesses, minimum revenue value","All businesses, maximum revenue value","Businesses in first quartile, minimum value in revenue range","Businesses in first quartile, maximum value in revenue range","Businesses in second quartile, minimum value in revenue range","Businesses in second quartile, maximum value in revenue range","Businesses in third quartile, minimum value in revenue range","Businesses in third quartile, maximum value in revenue range","Businesses in fourth quartile, minimum value in revenue range","Businesses in fourth quartile, maximum value in revenue range",Total revenue,"Total revenue, quality indicator","Total revenue, first quartile","Total revenue, second quartile","Total revenue, third quartile","Total revenue, fourth quartile",Sales of goods and services*,"Sales of goods and services* , quality indicator","Sales of goods and services* , first quartile","Sales of goods and services* , second quartile","Sales of goods and services* , third quartile","Sales of goods and services* , fourth quartile","Sales of goods and services*  , percent of businesses reporting",All other revenues*,"All other revenues* , quality indicator","All other revenues* , first quartile","All other revenues* , second quartile","All other revenues* , third quartile","All other revenues* , fourth quartile","All other revenues* , percent of businesses reporting",Sales of goods and services* ( percent of total revenue),"Sales of goods and services* ( percent of total revenue), quality indicator","Sales of goods and services* ( percent of total revenue), first quartile","Sales of goods and services* ( percent of total revenue), second quartile","Sales of goods and services* ( percent of total revenue), third quartile","Sales of goods and services* ( percent of total revenue), fourth quartile",All other revenues* ( percent of total revenue),"All other revenues* ( percent of total revenue), quality indicator","All other revenues* ( percent of total revenue), first quartile","All other revenues* ( percent of total revenue), second quartile","All other revenues* ( percent of total revenue), third quartile","All other revenues* ( percent of total revenue), fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,332,Fabricated metal product manufacturing,35,Ontario,2,Urban,3,All businesses,2017,3079,30,5000,30,119,119,414,414,1302,1302,5000,930.2,A,67.7,241.4,760.7,2651,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3217,332,Fabricated metal product manufacturing,49,Prairies,1,Rural,1,Unincorporated,2017,131,30,5000,30,47,47,90,90,159,159,5000,173.2,A,38.8,71,120,463.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3218,332,Fabricated metal product manufacturing,49,Prairies,1,Rural,2,Incorporated,2017,306,30,5000,30,115,115,205,205,822,822,5000,624.8,A,70.8,157,409.4,1862.3,613.8,A,65.5,148.1,403.1,1838.6,97.7,11,A,5.2,8.9,6.2,23.7,38.2,98.2,A,92.6,94.3,98.5,98.7,1.8,A,7.4,5.7,1.5,1.3
3219,332,Fabricated metal product manufacturing,49,Prairies,1,Rural,3,All businesses,2017,437,30,5000,30,80,80,162,162,472,472,5000,489.5,A,52.8,120.2,253.6,1531.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3220,332,Fabricated metal product manufacturing,49,Prairies,2,Urban,1,Unincorporated,2017,121,30,5000,30,48,48,76,76,148,148,5000,128,A,38.8,60.1,108.5,304.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3221,332,Fabricated metal product manufacturing,49,Prairies,2,Urban,2,Incorporated,2017,1049,30,5000,30,151,151,510,510,1556,1556,5000,1049.6,A,83,289.3,958.5,2867.6,1031.3,A,76.7,274.4,943,2831.1,97.3,18.3,A,6.2,14.9,15.5,36.6,40.5,98.3,A,92.5,94.9,98.4,98.7,1.7,A,7.5,5.1,1.6,1.3
3222,332,Fabricated metal product manufacturing,49,Prairies,2,Urban,3,All businesses,2017,1170,30,5000,30,115,115,383,383,1403,1403,5000,954.3,A,68.3,221.9,803,2724,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3223,332,Fabricated metal product manufacturing,46,Manitoba,1,Rural,1,Unincorporated,2017,44,30,5000,30,51,51,109,109,182,182,5000,200.8,A,39.1,77.8,146.5,539.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3224,332,Fabricated metal product manufacturing,46,Manitoba,1,Rural,2,Incorporated,2017,44,30,5000,30,143,143,509,509,1048,1048,5000,897,B,81.4,320.7,858.6,2327.3,887.6,B,81.3,318.9,853.3,2297,100,9.4,A,0.1,1.8,5.3,30.4,50,99,B,99.9,99.4,99.4,98.7,1,A,0.1,0.6,0.6,1.3
3225,332,Fabricated metal product manufacturing,46,Manitoba,1,Rural,3,All businesses,2017,88,30,5000,30,75,75,169,169,825,825,5000,548.9,B,47.1,123,379.4,1646.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3226,332,Fabricated metal product manufacturing,46,Manitoba,2,Urban,1,Unincorporated,2017,38,30,5000,30,42,42,83,83,153,153,5000,138.9,A,39,71.1,118.2,327.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3227,332,Fabricated metal product manufacturing,46,Manitoba,2,Urban,2,Incorporated,2017,118,30,5000,30,292,292,996,996,2085,2085,5000,1392.6,A,145.9,581.2,1520.2,3322.9,1383.5,A,140.5,560,1516.3,3317.3,98.3,9,A,5.4,21.3,3.9,5.7,44.9,99.4,A,96.3,96.3,99.7,99.8,0.6,A,3.7,3.7,0.3,0.2
3228,332,Fabricated metal product manufacturing,46,Manitoba,2,Urban,3,All businesses,2017,156,30,5000,30,119,119,446,446,1583,1583,5000,1087.2,A,67.9,258.2,1050,2972.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3229,332,Fabricated metal product manufacturing,47,Saskatchewan,1,Rural,1,Unincorporated,2017,28,30,5000,30,59,59,103,103,160,160,5000,257.4,A,47.1,85.5,131.8,765.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3230,332,Fabricated metal product manufacturing,47,Saskatchewan,1,Rural,2,Incorporated,2017,57,30,5000,30,105,105,223,223,860,860,5000,659.7,A,68.6,155.6,517.8,1896.9,649.2,A,62.4,153.5,514,1867.1,98.2,10.5,A,6.1,2.1,3.8,29.8,63.2,98.4,A,91.1,98.6,99.3,98.4,1.6,A,8.9,1.4,0.7,1.6
3231,332,Fabricated metal product manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2017,85,30,5000,30,82,82,153,153,497,497,5000,527.2,A,57.3,118.6,267.6,1665.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3232,332,Fabricated metal product manufacturing,47,Saskatchewan,2,Urban,1,Unincorporated,2017,11,30,5000,30,X,X,66,66,X,X,5000,169.6,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3233,332,Fabricated metal product manufacturing,47,Saskatchewan,2,Urban,2,Incorporated,2017,103,30,5000,30,205,205,635,635,2279,2279,5000,1308.7,A,95.7,346.6,1368,3424.5,1292.4,A,88.7,331,1351.3,3398.6,98.1,16.3,B,7,15.6,16.6,25.8,62.1,98.8,A,92.7,95.5,98.8,99.2,1.2,B,7.3,4.5,1.2,0.8
3234,332,Fabricated metal product manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2017,114,30,5000,30,150,150,447,447,2036,2036,5000,1198.8,A,69.2,277.4,1139,3309.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3235,332,Fabricated metal product manufacturing,48,Alberta,1,Rural,1,Unincorporated,2017,59,30,5000,30,42,42,79,79,123,123,5000,112.7,A,36.9,62.4,98.1,253.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3236,332,Fabricated metal product manufacturing,48,Alberta,1,Rural,2,Incorporated,2017,205,30,5000,30,114,114,193,193,526,526,5000,556.7,A,70.6,149.4,302.6,1704.3,545.2,A,64.5,136.8,295.4,1684.3,97.1,11.5,A,6.1,12.6,7.3,20.1,28.8,97.9,A,91.3,91.6,97.6,98.8,2.1,A,8.7,8.4,2.4,1.2
3237,332,Fabricated metal product manufacturing,48,Alberta,1,Rural,3,All businesses,2017,264,30,5000,30,80,80,162,162,360,360,5000,457.5,A,53.3,119.9,228.5,1428.2,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3238,332,Fabricated metal product manufacturing,48,Alberta,2,Urban,1,Unincorporated,2017,72,30,5000,30,48,48,64,64,141,141,5000,115.8,A,39.1,55.6,102.3,266.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3239,332,Fabricated metal product manufacturing,48,Alberta,2,Urban,2,Incorporated,2017,828,30,5000,30,136,136,467,467,1398,1398,5000,968.5,A,78.9,255.1,844.6,2695.4,948.6,A,72.4,242,829.1,2651.1,97.1,19.8,A,6.5,13.1,15.5,44.3,37.2,98,A,91.8,94.9,98.2,98.4,2,A,8.2,5.1,1.8,1.6
3240,332,Fabricated metal product manufacturing,48,Alberta,2,Urban,3,All businesses,2017,900,30,5000,30,114,114,363,363,1283,1283,5000,900.3,A,68.6,210,734.5,2587.9,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3241,332,Fabricated metal product manufacturing,59,British Columbia,1,Rural,1,Unincorporated,2017,54,30,5000,30,52,52,87,87,133,133,5000,120.3,A,40.4,70,111.8,259.1,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3242,332,Fabricated metal product manufacturing,59,British Columbia,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,93.3,X,A,X,X,X,X,50.7,X,A,X,X,X,X,X,A,X,X,X,X
3243,332,Fabricated metal product manufacturing,59,British Columbia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3244,332,Fabricated metal product manufacturing,59,British Columbia,2,Urban,1,Unincorporated,2017,183,30,5000,30,53,53,83,83,141,141,5000,110.5,A,41.3,66.9,106.3,227.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3245,332,Fabricated metal product manufacturing,59,British Columbia,2,Urban,2,Incorporated,2017,739,30,5000,30,185,185,496,496,1350,1350,5000,955.9,A,99.7,324.7,842.9,2556.1,937.1,A,85.4,309.2,836.7,2516.9,96.2,18.8,A,14.3,15.5,6.2,39.2,41,98,A,85.6,95.2,99.3,98.5,2,A,14.4,4.8,0.7,1.5
3246,332,Fabricated metal product manufacturing,59,British Columbia,2,Urban,3,All businesses,2017,922,30,5000,30,112,112,323,323,1030,1030,5000,788.1,A,65,199.8,600.9,2286.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3247,332,Fabricated metal product manufacturing,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3248,332,Fabricated metal product manufacturing,63,Territories,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X,100,X,A,X,X,X,X,0,X,E,X,X,X,X,X,A,X,X,X,X
3249,332,Fabricated metal product manufacturing,63,Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,E,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3250,332,Fabricated metal product manufacturing,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3251,332,Fabricated metal product manufacturing,63,Territories,2,Urban,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3252,332,Fabricated metal product manufacturing,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3253,332,Fabricated metal product manufacturing,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3254,332,Fabricated metal product manufacturing,60,Yukon,1,Rural,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3255,332,Fabricated metal product manufacturing,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3256,332,Fabricated metal product manufacturing,60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3257,332,Fabricated metal product manufacturing,60,Yukon,2,Urban,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3258,332,Fabricated metal product manufacturing,60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3259,332,Fabricated metal product manufacturing,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3260,332,Fabricated metal product manufacturing,61,Nordwest Territories,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,E,X,X,X,X,X,E,X,X,X,X,100,X,A,X,X,X,X,0,X,E,X,X,X,X,X,A,X,X,X,X
3261,332,Fabricated metal product manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,E,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3262,332,Fabricated metal product manufacturing,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3263,332,Fabricated metal product manufacturing,61,Nordwest Territories,2,Urban,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3264,332,Fabricated metal product manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3265,332,Fabricated metal product manufacturing,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3266,332,Fabricated metal product manufacturing,62,Nunavut,1,Rural,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3267,332,Fabricated metal product manufacturing,62,Nunavut,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3268,333,Machinery manufacturing,0,Canada,1,Rural,1,Unincorporated,2017,131,30,5000,30,60,60,103,103,180,180,5000,189.3,A,45,78.8,142.7,490.9,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3269,333,Machinery manufacturing,0,Canada,1,Rural,2,Incorporated,2017,747,30,5000,30,159,159,437,437,1251,1251,5000,901.3,A,92.3,275.9,768.3,2468.8,867.5,A,82.2,251.8,728.3,2407.5,96,33.8,A,10.1,24,39.9,61.3,43.2,96.2,A,89.1,91.3,94.8,97.5,3.8,A,10.9,8.7,5.2,2.5
3270,333,Machinery manufacturing,0,Canada,1,Rural,3,All businesses,2017,878,30,5000,30,121,121,335,335,1058,1058,5000,795.1,A,75.4,208.3,616.1,2280.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3271,333,Machinery manufacturing,0,Canada,2,Urban,1,Unincorporated,2017,384,30,5000,30,51,51,73,73,125,125,5000,122.7,A,39.5,59.9,96.1,295.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3272,333,Machinery manufacturing,0,Canada,2,Urban,2,Incorporated,2017,3431,30,5000,30,150,150,470,470,1478,1478,5000,1002.3,A,83.5,281.9,894.5,2749.3,971.8,A,74.4,262.6,869.7,2680.6,96.1,30.5,A,9.1,19.3,24.8,68.7,35.2,97,A,89,93.2,97.2,97.5,3,A,11,6.8,2.8,2.5
3273,333,Machinery manufacturing,0,Canada,2,Urban,3,All businesses,2017,3815,30,5000,30,117,117,374,374,1318,1318,5000,913.8,A,68.2,219.9,753.5,2613.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3274,333,Machinery manufacturing,15,Altantic,1,Rural,1,Unincorporated,2017,11,30,5000,30,X,X,82,82,X,X,5000,134.2,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3275,333,Machinery manufacturing,15,Altantic,1,Rural,2,Incorporated,2017,47,30,5000,30,121,121,560,560,2056,2056,5000,1258.8,A,85.1,336.7,1241.3,3372,1245.7,A,73.9,328.1,1213.3,3367.6,97.9,13,B,11.2,8.5,27.9,4.4,40.4,99,A,86.8,97.5,97.8,99.9,1,B,13.2,2.5,2.2,0.1
3276,333,Machinery manufacturing,15,Altantic,1,Rural,3,All businesses,2017,58,30,5000,30,100,100,370,370,1520,1520,5000,1045.5,A,70.7,185.9,829.7,3095.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3277,333,Machinery manufacturing,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3278,333,Machinery manufacturing,15,Altantic,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,93,X,A,X,X,X,X,39.5,X,A,X,X,X,X,X,A,X,X,X,X
3279,333,Machinery manufacturing,15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3280,333,Machinery manufacturing,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3281,333,Machinery manufacturing,10,Newfoundland and Labrador,1,Rural,2,Incorporated,2017,5,30,5000,30,X,X,X,X,X,X,5000,447.4,A,X,X,X,X,447.4,A,X,X,X,X,100,0,A,X,X,X,X,0,100,A,X,X,X,X,0,A,X,X,X,X
3282,333,Machinery manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,5,30,5000,30,X,X,X,X,X,X,5000,447.4,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3283,333,Machinery manufacturing,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3284,333,Machinery manufacturing,10,Newfoundland and Labrador,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,40,X,A,X,X,X,X,X,A,X,X,X,X
3285,333,Machinery manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3286,333,Machinery manufacturing,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3287,333,Machinery manufacturing,11,Prince Edward Island,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,92.3,X,B,X,X,X,X,76.9,X,A,X,X,X,X,X,B,X,X,X,X
3288,333,Machinery manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2017,15,30,5000,30,102,102,446,446,1843,1843,5000,1350,A,99.2,404.6,1449.7,3446.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3289,333,Machinery manufacturing,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3290,333,Machinery manufacturing,11,Prince Edward Island,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,33.3,X,A,X,X,X,X,X,A,X,X,X,X
3291,333,Machinery manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3292,333,Machinery manufacturing,12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3293,333,Machinery manufacturing,12,Nova Scotia,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,14.3,X,A,X,X,X,X,X,A,X,X,X,X
3294,333,Machinery manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2017,19,30,5000,30,82,82,135,135,601,601,5000,713.8,A,73.7,130.2,455.6,2195.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3295,333,Machinery manufacturing,12,Nova Scotia,2,Urban,1,Unincorporated,2017,9,30,5000,30,X,X,45,45,X,X,5000,113.6,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3296,333,Machinery manufacturing,12,Nova Scotia,2,Urban,2,Incorporated,2017,14,30,5000,30,124,124,659,659,1227,1227,5000,875.3,A,130.3,377.8,1013.9,1979.2,856.4,A,56.2,377.3,1013.9,1978.3,85.7,18.9,A,74.1,0.6,0,0.9,35.7,97.8,A,43.2,99.8,100,100,2.2,A,56.8,0.2,0,0
3297,333,Machinery manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2017,23,30,5000,30,56,56,180,180,743,743,5000,577.3,A,42.9,138.8,470.3,1657,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3298,333,Machinery manufacturing,13,New Brunswick,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3299,333,Machinery manufacturing,13,New Brunswick,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,46.7,X,A,X,X,X,X,X,A,X,X,X,X
3300,333,Machinery manufacturing,13,New Brunswick,1,Rural,3,All businesses,2017,19,30,5000,30,80,80,285,285,2108,2108,5000,1294.1,A,63.2,222.7,1210.8,3679.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3301,333,Machinery manufacturing,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3302,333,Machinery manufacturing,13,New Brunswick,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,95.2,X,A,X,X,X,X,42.9,X,A,X,X,X,X,X,A,X,X,X,X
3303,333,Machinery manufacturing,13,New Brunswick,2,Urban,3,All businesses,2017,23,30,5000,30,81,81,273,273,2361,2361,5000,1345.6,A,61.3,251.4,1218.4,3851.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3304,333,Machinery manufacturing,24,Québec,1,Rural,1,Unincorporated,2017,17,30,5000,30,47,47,64,64,113,113,5000,100.4,A,41.6,60.3,103,196.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3305,333,Machinery manufacturing,24,Québec,1,Rural,2,Incorporated,2017,195,30,5000,30,174,174,634,634,1413,1413,5000,1042.5,A,98.3,364.1,1069.8,2637.9,1019.2,A,90.9,350.4,1035.9,2599.6,97.4,23.3,A,7.4,13.6,33.9,38.2,41.5,97.8,A,92.5,96.3,96.8,98.6,2.2,A,7.5,3.7,3.2,1.4
3306,333,Machinery manufacturing,24,Québec,1,Rural,3,All businesses,2017,212,30,5000,30,137,137,530,530,1334,1334,5000,967,A,80.5,281.3,969.4,2536.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3307,333,Machinery manufacturing,24,Québec,2,Urban,1,Unincorporated,2017,33,30,5000,30,48,48,60,60,96,96,5000,74.8,A,39,57,81.2,122,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3308,333,Machinery manufacturing,24,Québec,2,Urban,2,Incorporated,2017,635,30,5000,30,180,180,531,531,1510,1510,5000,1051.1,A,97,315.8,936.4,2855.2,1013.9,A,86.4,291.5,901.8,2775.8,95.9,37.2,A,10.6,24.3,34.6,79.4,35.6,96.5,A,89.1,92.3,96.3,97.2,3.5,A,10.9,7.7,3.7,2.8
3309,333,Machinery manufacturing,24,Québec,2,Urban,3,All businesses,2017,668,30,5000,30,154,154,463,463,1414,1414,5000,1002.9,A,82,276.8,866.2,2786.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
