ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,"All businesses, minimum revenue value","All businesses, maximum revenue value","Businesses in first quartile, minimum value in revenue range","Businesses in first quartile, maximum value in revenue range","Businesses in second quartile, minimum value in revenue range","Businesses in second quartile, maximum value in revenue range","Businesses in third quartile, minimum value in revenue range","Businesses in third quartile, maximum value in revenue range","Businesses in fourth quartile, minimum value in revenue range","Businesses in fourth quartile, maximum value in revenue range",Total revenue,"Total revenue, quality indicator","Total revenue, first quartile","Total revenue, second quartile","Total revenue, third quartile","Total revenue, fourth quartile",Sales of goods and services*,"Sales of goods and services* , quality indicator","Sales of goods and services* , first quartile","Sales of goods and services* , second quartile","Sales of goods and services* , third quartile","Sales of goods and services* , fourth quartile","Sales of goods and services*  , percent of businesses reporting",All other revenues*,"All other revenues* , quality indicator","All other revenues* , first quartile","All other revenues* , second quartile","All other revenues* , third quartile","All other revenues* , fourth quartile","All other revenues* , percent of businesses reporting",Sales of goods and services* ( percent of total revenue),"Sales of goods and services* ( percent of total revenue), quality indicator","Sales of goods and services* ( percent of total revenue), first quartile","Sales of goods and services* ( percent of total revenue), second quartile","Sales of goods and services* ( percent of total revenue), third quartile","Sales of goods and services* ( percent of total revenue), fourth quartile",All other revenues* ( percent of total revenue),"All other revenues* ( percent of total revenue), quality indicator","All other revenues* ( percent of total revenue), first quartile","All other revenues* ( percent of total revenue), second quartile","All other revenues* ( percent of total revenue), third quartile","All other revenues* ( percent of total revenue), fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,336,Transportation equipment manufacturing,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3650,336,Transportation equipment manufacturing,60,Yukon,1,Rural,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3651,336,Transportation equipment manufacturing,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3652,336,Transportation equipment manufacturing,60,Yukon,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3653,336,Transportation equipment manufacturing,60,Yukon,2,Urban,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3654,336,Transportation equipment manufacturing,60,Yukon,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3655,336,Transportation equipment manufacturing,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3656,336,Transportation equipment manufacturing,61,Nordwest Territories,1,Rural,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3657,336,Transportation equipment manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3658,336,Transportation equipment manufacturing,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3659,336,Transportation equipment manufacturing,61,Nordwest Territories,2,Urban,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3660,336,Transportation equipment manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3661,336,Transportation equipment manufacturing,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3662,336,Transportation equipment manufacturing,62,Nunavut,1,Rural,2,Incorporated,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3663,336,Transportation equipment manufacturing,62,Nunavut,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3664,337,Furniture and related product manufacturing,0,Canada,1,Rural,1,Unincorporated,2017,434,..,1,..,0.106,0.106,0.247,0.247,0.389,0.389,1,140.6,A,189.1,170.8,126.3,76.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3665,337,Furniture and related product manufacturing,0,Canada,1,Rural,2,Incorporated,2017,665,..,1,..,-0.006,-0.006,0.035,0.035,0.123,0.123,1,765.3,A,516.2,907.1,1019.2,618.9,759.1,A,511.9,897.2,1016.1,611.1,98,6.3,B,4.3,9.9,3.2,7.7,35.6,99.2,A,99.2,98.9,99.7,98.8,0.8,B,0.8,1.1,0.3,1.2
3666,337,Furniture and related product manufacturing,0,Canada,1,Rural,3,All businesses,2017,1099,..,1,..,0.003,0.003,0.093,0.093,0.252,0.252,1,518.7,A,549.6,804.9,584.4,135.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3667,337,Furniture and related product manufacturing,0,Canada,2,Urban,1,Unincorporated,2017,1207,..,1,..,0.145,0.145,0.303,0.303,0.508,0.508,1,120.1,A,173.2,140,93.4,74,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3668,337,Furniture and related product manufacturing,0,Canada,2,Urban,2,Incorporated,2017,3104,..,1,..,-0.017,-0.017,0.04,0.04,0.122,0.122,1,850.2,A,616.5,1019.6,1085.7,678.8,836,A,607.2,1012,1079.9,645,97.1,14.2,A,9.3,7.6,5.9,33.9,25.8,98.3,A,98.5,99.3,99.5,95,1.7,A,1.5,0.7,0.5,5
3669,337,Furniture and related product manufacturing,0,Canada,2,Urban,3,All businesses,2017,4311,..,1,..,0,0,0.076,0.076,0.236,0.236,1,645.8,A,639.5,988.1,744.6,210.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3670,337,Furniture and related product manufacturing,15,Altantic,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3671,337,Furniture and related product manufacturing,15,Altantic,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,30.2,X,A,X,X,X,X,X,A,X,X,X,X
3672,337,Furniture and related product manufacturing,15,Altantic,1,Rural,3,All businesses,2017,83,..,1,..,0.002,0.002,0.049,0.049,0.174,0.174,1,603.3,A,623.3,932.6,707.9,149.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3673,337,Furniture and related product manufacturing,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3674,337,Furniture and related product manufacturing,15,Altantic,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,27.9,X,A,X,X,X,X,X,A,X,X,X,X
3675,337,Furniture and related product manufacturing,15,Altantic,2,Urban,3,All businesses,2017,100,..,1,..,-0.011,-0.011,0.067,0.067,0.156,0.156,1,718.3,A,864,685.2,1153.8,170,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3676,337,Furniture and related product manufacturing,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3677,337,Furniture and related product manufacturing,10,Newfoundland and Labrador,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,C,X,X,X,X,18.2,X,A,X,X,X,X,X,C,X,X,X,X
3678,337,Furniture and related product manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3679,337,Furniture and related product manufacturing,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3680,337,Furniture and related product manufacturing,10,Newfoundland and Labrador,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,C,X,X,X,X,26.7,X,A,X,X,X,X,X,C,X,X,X,X
3681,337,Furniture and related product manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,17,..,1,..,-0.039,-0.039,-0.013,-0.013,0.049,0.049,1,1067.5,A,242.6,2049.2,1428.7,549.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3682,337,Furniture and related product manufacturing,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3683,337,Furniture and related product manufacturing,11,Prince Edward Island,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,50,X,A,X,X,X,X,X,A,X,X,X,X
3684,337,Furniture and related product manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2017,6,..,1,..,X,X,X,X,X,X,1,390.4,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3685,337,Furniture and related product manufacturing,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3686,337,Furniture and related product manufacturing,11,Prince Edward Island,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,100,X,A,X,X,X,X,0,X,B,X,X,X,X,X,A,X,X,X,X
3687,337,Furniture and related product manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3688,337,Furniture and related product manufacturing,12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3689,337,Furniture and related product manufacturing,12,Nova Scotia,1,Rural,2,Incorporated,2017,16,..,1,..,X,X,0.043,0.043,X,X,1,759.5,A,1020.3,X,751.3,X,758.3,A,1020.3,X,751.3,X,100,1.2,E,0,X,0,X,6.3,99.8,A,100,X,100,X,0.2,E,0,X,0,X
3690,337,Furniture and related product manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3691,337,Furniture and related product manufacturing,12,Nova Scotia,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3692,337,Furniture and related product manufacturing,12,Nova Scotia,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,C,X,X,X,X,21.1,X,A,X,X,X,X,X,C,X,X,X,X
3693,337,Furniture and related product manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3694,337,Furniture and related product manufacturing,13,New Brunswick,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3695,337,Furniture and related product manufacturing,13,New Brunswick,1,Rural,2,Incorporated,2017,22,..,1,..,0,0,0.032,0.032,0.146,0.146,1,1227.1,B,660.5,1937.5,1791.1,519.3,1201.4,B,594.4,1914.1,1787.1,510.2,100,25.6,A,66.1,23.5,3.9,9.1,50,97.9,B,90,98.8,99.8,98.3,2.1,A,10,1.2,0.2,1.7
3696,337,Furniture and related product manufacturing,13,New Brunswick,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3697,337,Furniture and related product manufacturing,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3698,337,Furniture and related product manufacturing,13,New Brunswick,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,39.3,X,A,X,X,X,X,X,A,X,X,X,X
3699,337,Furniture and related product manufacturing,13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3700,337,Furniture and related product manufacturing,24,Québec,1,Rural,1,Unincorporated,2017,137,..,1,..,0.088,0.088,0.222,0.222,0.34,0.34,1,116.7,A,151.5,155.1,96.2,63.8,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3701,337,Furniture and related product manufacturing,24,Québec,1,Rural,2,Incorporated,2017,370,..,1,..,-0.019,-0.019,0.036,0.036,0.122,0.122,1,752.2,A,447.1,943.9,993.8,624.2,747.7,A,444.9,938.7,989.8,617.3,98.4,4.6,A,2.2,5.2,3.9,6.9,33,99.4,A,99.5,99.5,99.6,98.9,0.6,A,0.5,0.5,0.4,1.1
3702,337,Furniture and related product manufacturing,24,Québec,1,Rural,3,All businesses,2017,507,..,1,..,-0.006,-0.006,0.068,0.068,0.206,0.206,1,580.5,A,559.1,761.8,818.2,182.9,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3703,337,Furniture and related product manufacturing,24,Québec,2,Urban,1,Unincorporated,2017,291,..,1,..,0.137,0.137,0.253,0.253,0.457,0.457,1,106.1,A,151.5,113.8,88.4,70.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3704,337,Furniture and related product manufacturing,24,Québec,2,Urban,2,Incorporated,2017,945,..,1,..,-0.004,-0.004,0.036,0.036,0.125,0.125,1,784.7,A,585.3,929.2,1080.6,543.8,775.9,A,575.9,926.1,1073.4,528.1,97.6,8.8,A,9.5,3,7.2,15.7,26,98.9,A,98.4,99.7,99.3,97.1,1.1,A,1.6,0.3,0.7,2.9
3705,337,Furniture and related product manufacturing,24,Québec,2,Urban,3,All businesses,2017,1236,..,1,..,0,0,0.071,0.071,0.215,0.215,1,624.9,A,605.9,972.7,728.4,192.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3706,337,Furniture and related product manufacturing,35,Ontario,1,Rural,1,Unincorporated,2017,145,..,1,..,0.088,0.088,0.262,0.262,0.375,0.375,1,177,A,241.1,197,168.3,101.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3707,337,Furniture and related product manufacturing,35,Ontario,1,Rural,2,Incorporated,2017,139,..,1,..,-0.004,-0.004,0.046,0.046,0.113,0.113,1,837.9,A,625.4,895.8,963.2,867.3,830.4,A,620,880,960.9,860.8,97.8,7.5,C,5.4,15.8,2.3,6.6,36,99.1,A,99.1,98.2,99.8,99.2,0.9,C,0.9,1.8,0.2,0.8
3708,337,Furniture and related product manufacturing,35,Ontario,1,Rural,3,All businesses,2017,284,..,1,..,0.024,0.024,0.113,0.113,0.28,0.28,1,500.5,A,613.9,728.3,506.4,153.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3709,337,Furniture and related product manufacturing,35,Ontario,2,Urban,1,Unincorporated,2017,510,..,1,..,0.142,0.142,0.301,0.301,0.489,0.489,1,125.2,A,199.1,139.2,89.8,72.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3710,337,Furniture and related product manufacturing,35,Ontario,2,Urban,2,Incorporated,2017,1257,..,1,..,-0.004,-0.004,0.032,0.032,0.105,0.105,1,877.2,A,589,946.5,1176.4,796.9,857.3,A,578.1,935.1,1170.6,745.6,96,19.8,B,10.9,11.4,5.8,51.3,20.8,97.7,A,98.1,98.8,99.5,93.6,2.3,B,1.9,1.2,0.5,6.4
3711,337,Furniture and related product manufacturing,35,Ontario,2,Urban,3,All businesses,2017,1767,..,1,..,-0.001,-0.001,0.063,0.063,0.225,0.225,1,660.1,A,612.1,956.1,853.1,219.3,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3712,337,Furniture and related product manufacturing,49,Prairies,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3713,337,Furniture and related product manufacturing,49,Prairies,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,97.1,X,A,X,X,X,X,48.6,X,A,X,X,X,X,X,A,X,X,X,X
3714,337,Furniture and related product manufacturing,49,Prairies,1,Rural,3,All businesses,2017,134,..,1,..,0,0,0.107,0.107,0.306,0.306,1,427.8,A,447,768.2,348.1,148,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3715,337,Furniture and related product manufacturing,49,Prairies,2,Urban,1,Unincorporated,2017,139,..,1,..,0.203,0.203,0.355,0.355,0.625,0.625,1,100.2,A,139.7,111.3,78.7,71.2,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3716,337,Furniture and related product manufacturing,49,Prairies,2,Urban,2,Incorporated,2017,332,..,1,..,-0.023,-0.023,0.037,0.037,0.151,0.151,1,829.2,A,830.2,1054.1,873.1,559.5,816.6,A,821.6,1045.4,867.2,532,97.6,12.7,A,8.5,8.7,5.9,27.5,33.7,98.5,A,99,99.2,99.3,95.1,1.5,A,1,0.8,0.7,4.9
3717,337,Furniture and related product manufacturing,49,Prairies,2,Urban,3,All businesses,2017,471,..,1,..,-0.002,-0.002,0.1,0.1,0.308,0.308,1,614.1,A,894,869.3,498.8,194.2,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3718,337,Furniture and related product manufacturing,46,Manitoba,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3719,337,Furniture and related product manufacturing,46,Manitoba,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,93.8,X,B,X,X,X,X,62.5,X,A,X,X,X,X,X,B,X,X,X,X
3720,337,Furniture and related product manufacturing,46,Manitoba,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3721,337,Furniture and related product manufacturing,46,Manitoba,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3722,337,Furniture and related product manufacturing,46,Manitoba,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,95.7,X,A,X,X,X,X,45.7,X,A,X,X,X,X,X,A,X,X,X,X
3723,337,Furniture and related product manufacturing,46,Manitoba,2,Urban,3,All businesses,2017,87,..,1,..,0,0,0.114,0.114,0.309,0.309,1,599.1,A,1019.2,966.4,321.3,89.4,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3724,337,Furniture and related product manufacturing,47,Saskatchewan,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3725,337,Furniture and related product manufacturing,47,Saskatchewan,1,Rural,2,Incorporated,2017,9,..,1,..,X,X,0.015,0.015,X,X,1,739.5,A,X,X,X,X,732.1,A,X,X,X,X,100,7.3,A,X,X,X,X,77.8,99,A,X,X,X,X,1,A,X,X,X,X
3726,337,Furniture and related product manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3727,337,Furniture and related product manufacturing,47,Saskatchewan,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3728,337,Furniture and related product manufacturing,47,Saskatchewan,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,54.2,X,A,X,X,X,X,X,A,X,X,X,X
3729,337,Furniture and related product manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2017,65,..,1,..,-0.004,-0.004,0.046,0.046,0.199,0.199,1,734.2,A,785.2,989.8,981.1,180.6,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3730,337,Furniture and related product manufacturing,48,Alberta,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3731,337,Furniture and related product manufacturing,48,Alberta,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,97.8,X,A,X,X,X,X,37.8,X,A,X,X,X,X,X,A,X,X,X,X
3732,337,Furniture and related product manufacturing,48,Alberta,1,Rural,3,All businesses,2017,72,..,1,..,-0.016,-0.016,0.141,0.141,0.327,0.327,1,366.4,A,457.5,409.8,412.3,186,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3733,337,Furniture and related product manufacturing,48,Alberta,2,Urban,1,Unincorporated,2017,81,..,1,..,0.232,0.232,0.421,0.421,0.661,0.661,1,102,A,149.1,91.2,94.9,72.7,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3734,337,Furniture and related product manufacturing,48,Alberta,2,Urban,2,Incorporated,2017,238,..,1,..,-0.01,-0.01,0.04,0.04,0.163,0.163,1,761.1,A,780.2,930.4,840.8,492.9,750.6,A,772.3,918.7,840.4,471.1,97.5,10.5,A,7.9,11.8,0.3,21.8,27.3,98.6,A,99,98.7,100,95.6,1.4,A,1,1.3,0,4.4
3735,337,Furniture and related product manufacturing,48,Alberta,2,Urban,3,All businesses,2017,319,..,1,..,-0.002,-0.002,0.092,0.092,0.319,0.319,1,593.7,A,838.1,848.1,476.8,211.9,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3736,337,Furniture and related product manufacturing,59,British Columbia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3737,337,Furniture and related product manufacturing,59,British Columbia,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,93.8,X,A,X,X,X,X,43.8,X,A,X,X,X,X,X,A,X,X,X,X
3738,337,Furniture and related product manufacturing,59,British Columbia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3739,337,Furniture and related product manufacturing,59,British Columbia,2,Urban,1,Unincorporated,2017,233,..,1,..,0.161,0.161,0.36,0.36,0.602,0.602,1,138,A,163.5,194.3,114.1,80,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
3740,337,Furniture and related product manufacturing,59,British Columbia,2,Urban,2,Incorporated,2017,498,..,1,..,-0.001,-0.001,0.062,0.062,0.135,0.135,1,900.4,A,632.3,1148.8,1081.6,738.8,888.6,A,627.5,1143.5,1076.5,706.9,98.2,11.8,A,4.8,5.4,5.1,31.9,32.1,98.7,A,99.2,99.5,99.5,95.7,1.3,A,0.8,0.5,0.5,4.3
3741,337,Furniture and related product manufacturing,59,British Columbia,2,Urban,3,All businesses,2017,731,..,1,..,0.016,0.016,0.098,0.098,0.291,0.291,1,657.4,A,666.4,1009.8,770.9,182.5,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
