"Small Business Profiles :  Financial ratios,  unincorporated and total businesses, Canada, regions and provinces/territories, 2017",,,,,,,,,,,,,,,,,,,
"Source : Statistics Canada, 2017",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Note : Values are averages in current dollars ( x $1,000) unless otherwise indicated. Data includes entrprises reporting annual total revenues of $30,000 to $5,000,000, inclusively. Calculations are profit margin based.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Interest coverage ratio (times),"Interest coverage ratio (times), first quartile","Interest coverage ratio (times), second quartile","Interest coverage ratio (times), third quartile","Interest coverage ratio (times), fourth quartile",Gross margin (%),"Gross margin (%), first quartile","Gross margin (%), second quartile","Gross margin (%), third quartile","Gross margin (%), fourth quartile"
6545,71,"Arts, entertainment and recreation",10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,35.4,0.4,60.9,1168.3,8916.8,94.1,93.9,91.3,94.2,98.7
6546,71,"Arts, entertainment and recreation",10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,3.5,-6.4,2.1,12.7,664.2,73.2,71.8,57.7,88.8,97.5
6547,71,"Arts, entertainment and recreation",11,Prince Edward Island,1,Rural,1,Unincorporated,2017,28.9,1.5,15.7,X,303,83.8,60.3,96.9,79.1,98.8
6548,71,"Arts, entertainment and recreation",11,Prince Edward Island,1,Rural,3,All businesses,2017,5.9,-2.1,8.6,6.3,70.1,83.9,58.4,89.1,95.5,86.7
6549,71,"Arts, entertainment and recreation",11,Prince Edward Island,2,Urban,1,Unincorporated,2017,54.3,6.4,117.2,59.1,109.7,86.9,81.7,78.4,92.8,98.8
6550,71,"Arts, entertainment and recreation",11,Prince Edward Island,2,Urban,3,All businesses,2017,3.6,0,5.6,6.6,142.4,82.9,84.4,83.7,79.7,92.4
6551,71,"Arts, entertainment and recreation",12,Nova Scotia,1,Rural,1,Unincorporated,2017,51.1,-2.7,20.1,66.3,3990.6,86.1,67.7,80,97.6,98.9
6552,71,"Arts, entertainment and recreation",12,Nova Scotia,1,Rural,3,All businesses,2017,9,-3.2,5,24,353,76.7,82.3,66.7,73.2,89.3
6553,71,"Arts, entertainment and recreation",12,Nova Scotia,2,Urban,1,Unincorporated,2017,56.7,5.5,22.6,190,1409.7,92,79.4,90.8,99.4,100
6554,71,"Arts, entertainment and recreation",12,Nova Scotia,2,Urban,3,All businesses,2017,13,-5.7,6.8,67.2,432.7,82.6,77.5,77.8,90.3,99.2
6555,71,"Arts, entertainment and recreation",13,New Brunswick,1,Rural,1,Unincorporated,2017,27.6,7.3,12.1,283.9,129.6,86.3,70.5,89.4,94.6,97.6
6556,71,"Arts, entertainment and recreation",13,New Brunswick,1,Rural,3,All businesses,2017,6,-5.1,7.2,12.2,92.7,80.1,73.7,77.6,83.5,96.3
6557,71,"Arts, entertainment and recreation",13,New Brunswick,2,Urban,1,Unincorporated,2017,64.6,3.3,84.7,307.6,1271.5,84.8,71.4,83.9,92.4,99.5
6558,71,"Arts, entertainment and recreation",13,New Brunswick,2,Urban,3,All businesses,2017,3.7,-10.4,4,6.8,337.9,75.1,59.5,75.7,86.1,96.2
6559,71,"Arts, entertainment and recreation",24,Québec,1,Rural,1,Unincorporated,2017,38.4,3.7,35,112.2,690.1,80.6,63.3,78.2,92.3,98.6
6560,71,"Arts, entertainment and recreation",24,Québec,1,Rural,3,All businesses,2017,6,-2.6,3.3,13.1,116.4,76.9,74.9,71,78.9,96.1
6561,71,"Arts, entertainment and recreation",24,Québec,2,Urban,1,Unincorporated,2017,112.8,12.6,156.8,470.2,1202.1,87.1,68.1,91.5,97.8,99.5
6562,71,"Arts, entertainment and recreation",24,Québec,2,Urban,3,All businesses,2017,13.4,-2.6,15.5,120.5,537.5,79.3,72.6,79.1,92.8,99.1
6563,71,"Arts, entertainment and recreation",35,Ontario,1,Rural,1,Unincorporated,2017,18.6,-0.7,9.4,66.7,279.2,74.9,54.6,71,88.1,96.7
6564,71,"Arts, entertainment and recreation",35,Ontario,1,Rural,3,All businesses,2017,3.7,-2.6,2.3,9.1,65.3,72,72.1,67.1,71.6,93
6565,71,"Arts, entertainment and recreation",35,Ontario,2,Urban,1,Unincorporated,2017,69.1,7.2,77.8,272.5,925,88.5,72.7,93.3,98.2,99.6
6566,71,"Arts, entertainment and recreation",35,Ontario,2,Urban,3,All businesses,2017,14.3,-6.4,14.9,71.8,446.3,82.3,76.7,79.2,93.4,99
6567,71,"Arts, entertainment and recreation",49,Prairies,1,Rural,1,Unincorporated,2017,17,-0.4,14,47,158.5,81.5,70.9,78.6,88.1,97
6568,71,"Arts, entertainment and recreation",49,Prairies,1,Rural,3,All businesses,2017,5.2,-7.9,2,18.2,71.1,79.8,74.6,80.1,78.9,91.7
6569,71,"Arts, entertainment and recreation",49,Prairies,2,Urban,1,Unincorporated,2017,61.5,5.2,67.8,248.4,1090.4,87,71.6,91.3,98.2,99.7
6570,71,"Arts, entertainment and recreation",49,Prairies,2,Urban,3,All businesses,2017,9.1,-5.4,9.3,41.3,185.7,81.2,78.7,78.6,87.7,99.1
6571,71,"Arts, entertainment and recreation",46,Manitoba,1,Rural,1,Unincorporated,2017,12.4,-0.8,11.2,38,80.3,80.6,73.4,72.6,82,94.1
6572,71,"Arts, entertainment and recreation",46,Manitoba,1,Rural,3,All businesses,2017,3.4,-4.8,1.2,9.3,45.7,82.6,79.6,79.9,86.2,87.2
6573,71,"Arts, entertainment and recreation",46,Manitoba,2,Urban,1,Unincorporated,2017,46.2,2.6,46.8,686.8,412.7,83.4,69.4,89.2,97.1,99.3
6574,71,"Arts, entertainment and recreation",46,Manitoba,2,Urban,3,All businesses,2017,7.9,-0.8,10.6,26.9,447.5,78.4,71.7,83,83.9,98.5
6575,71,"Arts, entertainment and recreation",47,Saskatchewan,1,Rural,1,Unincorporated,2017,14,-2.6,12,21.4,96.9,81.9,74.7,76.5,88.9,92
6576,71,"Arts, entertainment and recreation",47,Saskatchewan,1,Rural,3,All businesses,2017,6.6,-6.2,2.3,18.5,33.2,81.5,81.3,84.4,73.4,91.7
6577,71,"Arts, entertainment and recreation",47,Saskatchewan,2,Urban,1,Unincorporated,2017,35.1,-0.3,19.3,364.9,551.8,83.8,63.7,86,97.4,99.1
6578,71,"Arts, entertainment and recreation",47,Saskatchewan,2,Urban,3,All businesses,2017,10.4,-5.6,7,26.5,323.7,81.5,87.2,71.5,86.4,97.4
6579,71,"Arts, entertainment and recreation",48,Alberta,1,Rural,1,Unincorporated,2017,21.8,0.7,20.8,48.8,380.7,81.7,67.8,84.6,91.6,98.6
6580,71,"Arts, entertainment and recreation",48,Alberta,1,Rural,3,All businesses,2017,5.5,-10.3,2.6,20.8,114,78.5,71.5,75.1,85.3,93.8
6581,71,"Arts, entertainment and recreation",48,Alberta,2,Urban,1,Unincorporated,2017,80.2,7.9,90.5,223.8,2866.3,89.1,74.4,91.8,98.5,99.8
6582,71,"Arts, entertainment and recreation",48,Alberta,2,Urban,3,All businesses,2017,9.3,-6.3,10.7,53.2,150.4,81.9,78.5,79.5,90.5,99.2
6583,71,"Arts, entertainment and recreation",59,British Columbia,1,Rural,1,Unincorporated,2017,30.6,4.6,26.4,91.9,351.1,73.8,50.4,77.2,94.5,99.2
6584,71,"Arts, entertainment and recreation",59,British Columbia,1,Rural,3,All businesses,2017,7.7,-3.4,6.1,23.3,166.3,73,62.5,70.2,83.4,95.2
6585,71,"Arts, entertainment and recreation",59,British Columbia,2,Urban,1,Unincorporated,2017,77.4,10.8,82,260.2,1252.8,84.9,64.9,93.8,98.3,99.3
6586,71,"Arts, entertainment and recreation",59,British Columbia,2,Urban,3,All businesses,2017,22.4,-4.2,23.2,100.7,636.1,80.5,68.8,80.6,95.9,99.2
6587,71,"Arts, entertainment and recreation",63,Territories,1,Rural,1,Unincorporated,2017,X,X,X,X,X,94.6,X,X,X,X
6588,71,"Arts, entertainment and recreation",63,Territories,1,Rural,3,All businesses,2017,884.8,X,X,X,X,86.1,89.3,X,X,100
6589,71,"Arts, entertainment and recreation",63,Territories,2,Urban,1,Unincorporated,2017,61,1.9,42.6,467.1,732.2,74.9,61.7,68,81.1,99
6590,71,"Arts, entertainment and recreation",63,Territories,2,Urban,3,All businesses,2017,15.1,-8.9,9.1,61.2,325.5,82.6,86.5,79.8,81.1,84.6
6591,71,"Arts, entertainment and recreation",60,Yukon,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6592,71,"Arts, entertainment and recreation",60,Yukon,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6593,71,"Arts, entertainment and recreation",60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6594,71,"Arts, entertainment and recreation",60,Yukon,2,Urban,3,All businesses,2017,17.2,-0.4,7.9,38.8,607.2,83,88.2,83.6,77.4,99.4
6595,71,"Arts, entertainment and recreation",61,Nordwest Territories,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6596,71,"Arts, entertainment and recreation",61,Nordwest Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6597,71,"Arts, entertainment and recreation",61,Nordwest Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6598,71,"Arts, entertainment and recreation",61,Nordwest Territories,2,Urban,3,All businesses,2017,11.2,-18,13.5,X,X,82.1,89.6,64.3,X,X
6599,71,"Arts, entertainment and recreation",62,Nunavut,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6600,71,"Arts, entertainment and recreation",62,Nunavut,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6601,711,"Performing arts, spectator sports and related industries",0,Canada,1,Rural,1,Unincorporated,2017,52.3,5.5,37.4,120.9,644.6,81.7,61.8,81.9,93.7,99.2
6602,711,"Performing arts, spectator sports and related industries",0,Canada,1,Rural,3,All businesses,2017,37.4,-5.8,21.1,101.4,362.4,80.9,70.9,77.4,91.6,98
6603,711,"Performing arts, spectator sports and related industries",0,Canada,2,Urban,1,Unincorporated,2017,121,15.9,133.8,340.2,1187.8,89.7,73.1,94,98.3,99.5
6604,711,"Performing arts, spectator sports and related industries",0,Canada,2,Urban,3,All businesses,2017,58.1,-2.5,78.2,243.3,724,81.2,67.8,86,97.2,99.3
6605,711,"Performing arts, spectator sports and related industries",15,Altantic,1,Rural,1,Unincorporated,2017,76,4.5,41.2,330,1478.5,90,72.7,92.6,95.8,99.3
6606,711,"Performing arts, spectator sports and related industries",15,Altantic,1,Rural,3,All businesses,2017,54.6,-2.6,27.6,144,809.4,83.9,80.2,77.4,86.7,98.5
6607,711,"Performing arts, spectator sports and related industries",15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6608,711,"Performing arts, spectator sports and related industries",15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6609,711,"Performing arts, spectator sports and related industries",10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6610,711,"Performing arts, spectator sports and related industries",10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,65.2,3.6,13.7,61.1,700.5,91.7,96.7,71.6,96.4,98.8
6611,711,"Performing arts, spectator sports and related industries",10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,50.2,3.7,128.8,1496.9,14265.8,95.1,93.5,91,98.3,99.2
6612,711,"Performing arts, spectator sports and related industries",10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6613,711,"Performing arts, spectator sports and related industries",11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6614,711,"Performing arts, spectator sports and related industries",11,Prince Edward Island,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6615,711,"Performing arts, spectator sports and related industries",11,Prince Edward Island,2,Urban,1,Unincorporated,2017,75.7,7.4,81.4,78.9,257.5,85.7,79,72.2,100,98.5
6616,711,"Performing arts, spectator sports and related industries",11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6617,711,"Performing arts, spectator sports and related industries",12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6618,711,"Performing arts, spectator sports and related industries",12,Nova Scotia,1,Rural,3,All businesses,2017,62.4,-4,34.1,333.9,4665.7,76.7,67.2,57.4,83.8,99
6619,711,"Performing arts, spectator sports and related industries",12,Nova Scotia,2,Urban,1,Unincorporated,2017,66.9,11.1,23.9,307.9,1266.8,94.4,86.6,92.4,99.3,100
6620,711,"Performing arts, spectator sports and related industries",12,Nova Scotia,2,Urban,3,All businesses,2017,64.9,-2.4,55.3,207.5,518.2,80.6,69.7,81.4,97,99.2
6621,711,"Performing arts, spectator sports and related industries",13,New Brunswick,1,Rural,1,Unincorporated,2017,64.9,14.3,60.7,374.5,X,88.5,73.2,95.9,89.7,100
6622,711,"Performing arts, spectator sports and related industries",13,New Brunswick,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6623,711,"Performing arts, spectator sports and related industries",13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6624,711,"Performing arts, spectator sports and related industries",13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6625,711,"Performing arts, spectator sports and related industries",24,Québec,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6626,711,"Performing arts, spectator sports and related industries",24,Québec,1,Rural,3,All businesses,2017,40.3,-3.1,18.5,120.8,331.8,82.4,74.7,74.8,94.4,98.3
6627,711,"Performing arts, spectator sports and related industries",24,Québec,2,Urban,1,Unincorporated,2017,178.1,25.2,222.5,459.6,1436.4,89.3,71,93.1,98.1,99.5
6628,711,"Performing arts, spectator sports and related industries",24,Québec,2,Urban,3,All businesses,2017,45.2,0.9,83.1,254.6,717.8,79,66.1,86.7,96.8,99.3
6629,711,"Performing arts, spectator sports and related industries",35,Ontario,1,Rural,1,Unincorporated,2017,59,0.8,43.4,125.5,769.7,79.8,63.1,70.7,91.6,98.9
6630,711,"Performing arts, spectator sports and related industries",35,Ontario,1,Rural,3,All businesses,2017,34.2,-12.7,13.4,146.3,524.1,74.1,62,67.5,90.7,97.8
6631,711,"Performing arts, spectator sports and related industries",35,Ontario,2,Urban,1,Unincorporated,2017,109.5,14.4,112.3,294.7,989.8,90.1,73.9,94.7,98.5,99.6
6632,711,"Performing arts, spectator sports and related industries",35,Ontario,2,Urban,3,All businesses,2017,72.8,-8.5,76.4,226.3,802.5,83.5,69.9,88,97.3,99.4
6633,711,"Performing arts, spectator sports and related industries",49,Prairies,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6634,711,"Performing arts, spectator sports and related industries",49,Prairies,1,Rural,3,All businesses,2017,17.8,-6.9,17.5,61.2,160.9,84.6,78.6,85.9,91.9,92.7
6635,711,"Performing arts, spectator sports and related industries",49,Prairies,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6636,711,"Performing arts, spectator sports and related industries",49,Prairies,2,Urban,3,All businesses,2017,41.4,-4.3,55.5,174.8,627,80.4,71.7,79.8,96.9,99.4
6637,711,"Performing arts, spectator sports and related industries",46,Manitoba,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6638,711,"Performing arts, spectator sports and related industries",46,Manitoba,1,Rural,3,All businesses,2017,13.9,-1.3,16,71.4,209.9,84.8,84.1,71.9,93.5,99.7
6639,711,"Performing arts, spectator sports and related industries",46,Manitoba,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6640,711,"Performing arts, spectator sports and related industries",46,Manitoba,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6641,711,"Performing arts, spectator sports and related industries",47,Saskatchewan,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6642,711,"Performing arts, spectator sports and related industries",47,Saskatchewan,1,Rural,3,All businesses,2017,27.5,-0.1,20,59.9,86.5,83.8,79.5,76,91.3,96.3
6643,711,"Performing arts, spectator sports and related industries",47,Saskatchewan,2,Urban,1,Unincorporated,2017,55.6,2.8,42.5,490.4,1137.7,87.9,70.4,92.5,98,98.9
6644,711,"Performing arts, spectator sports and related industries",47,Saskatchewan,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6645,711,"Performing arts, spectator sports and related industries",48,Alberta,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6646,711,"Performing arts, spectator sports and related industries",48,Alberta,1,Rural,3,All businesses,2017,16.9,-9.1,17.8,60.8,189.8,84.7,78.1,90.6,92.7,91
6647,711,"Performing arts, spectator sports and related industries",48,Alberta,2,Urban,1,Unincorporated,2017,111.5,12.3,116.4,211.1,2933.2,91.6,77.1,93.3,98.7,99.8
6648,711,"Performing arts, spectator sports and related industries",48,Alberta,2,Urban,3,All businesses,2017,51.6,-7.4,67.6,160.9,602.5,81.1,73.6,78.4,97.1,99.4
6649,711,"Performing arts, spectator sports and related industries",59,British Columbia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6650,711,"Performing arts, spectator sports and related industries",59,British Columbia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6651,711,"Performing arts, spectator sports and related industries",59,British Columbia,2,Urban,1,Unincorporated,2017,115.4,16.6,139.3,370.8,1429.6,89.8,73.2,94.7,98.4,99.3
6652,711,"Performing arts, spectator sports and related industries",59,British Columbia,2,Urban,3,All businesses,2017,72.5,1.6,93,269.9,783.3,81,63.2,87.2,98,99.3
6653,711,"Performing arts, spectator sports and related industries",63,Territories,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6654,711,"Performing arts, spectator sports and related industries",63,Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6655,711,"Performing arts, spectator sports and related industries",63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6656,711,"Performing arts, spectator sports and related industries",63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6657,711,"Performing arts, spectator sports and related industries",60,Yukon,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6658,711,"Performing arts, spectator sports and related industries",60,Yukon,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6659,711,"Performing arts, spectator sports and related industries",60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6660,711,"Performing arts, spectator sports and related industries",60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6661,711,"Performing arts, spectator sports and related industries",61,Nordwest Territories,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6662,711,"Performing arts, spectator sports and related industries",61,Nordwest Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6663,711,"Performing arts, spectator sports and related industries",61,Nordwest Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6664,711,"Performing arts, spectator sports and related industries",61,Nordwest Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6665,711,"Performing arts, spectator sports and related industries",62,Nunavut,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6666,711,"Performing arts, spectator sports and related industries",62,Nunavut,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6667,712,Heritage institutions,0,Canada,1,Rural,1,Unincorporated,2017,10.2,-4.5,12.1,7.2,157.7,68.5,42.7,54.4,96.3,98.9
6668,712,Heritage institutions,0,Canada,1,Rural,3,All businesses,2017,7.5,-6.4,1.1,11.5,57.5,85.4,74.1,91.3,89.2,83.9
6669,712,Heritage institutions,0,Canada,2,Urban,1,Unincorporated,2017,26.6,0.6,32.1,125,4336.7,78.1,63.9,74.3,99.1,97.9
6670,712,Heritage institutions,0,Canada,2,Urban,3,All businesses,2017,4.4,-18.8,2.4,15.8,104.1,79.6,65.2,77.2,84.6,92
6671,712,Heritage institutions,15,Altantic,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6672,712,Heritage institutions,15,Altantic,1,Rural,3,All businesses,2017,26.8,-51.5,-1.8,44.5,70.9,93.6,85.1,83.7,96.6,96.8
6673,712,Heritage institutions,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6674,712,Heritage institutions,15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6675,712,Heritage institutions,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6676,712,Heritage institutions,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,9.6,-83.1,X,X,36.9,90.1,88.2,86.1,93.4,90.4
6677,712,Heritage institutions,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6678,712,Heritage institutions,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6679,712,Heritage institutions,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6680,712,Heritage institutions,11,Prince Edward Island,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6681,712,Heritage institutions,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6682,712,Heritage institutions,11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6683,712,Heritage institutions,12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6684,712,Heritage institutions,12,Nova Scotia,1,Rural,3,All businesses,2017,8.8,X,X,X,X,99.6,X,X,X,X
6685,712,Heritage institutions,12,Nova Scotia,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6686,712,Heritage institutions,12,Nova Scotia,2,Urban,3,All businesses,2017,-3.7,X,X,X,X,66.3,X,X,X,X
6687,712,Heritage institutions,13,New Brunswick,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6688,712,Heritage institutions,13,New Brunswick,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6689,712,Heritage institutions,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6690,712,Heritage institutions,13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6691,712,Heritage institutions,24,Québec,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6692,712,Heritage institutions,24,Québec,1,Rural,3,All businesses,2017,4.9,-2,1.3,8.8,36.9,85.3,76.5,96.6,85.1,83.1
6693,712,Heritage institutions,24,Québec,2,Urban,1,Unincorporated,2017,34.7,2,63.1,212.5,2106.7,71.3,42.4,97,98.7,96.5
6694,712,Heritage institutions,24,Québec,2,Urban,3,All businesses,2017,-1.9,-14.1,3.8,50.8,231.1,84.6,79.6,87.9,79.9,96.3
6695,712,Heritage institutions,35,Ontario,1,Rural,1,Unincorporated,2017,9.4,X,X,X,X,67.6,X,X,X,X
6696,712,Heritage institutions,35,Ontario,1,Rural,3,All businesses,2017,18.9,0.3,16.7,25.9,813,81.5,80.8,88.4,77,86.1
6697,712,Heritage institutions,35,Ontario,2,Urban,1,Unincorporated,2017,24,0.4,11.8,107.5,101.7,90.8,97,82.2,95.7,100
6698,712,Heritage institutions,35,Ontario,2,Urban,3,All businesses,2017,11.3,-26.1,2.6,16.2,85.8,78.9,49.7,71.2,87.8,96.4
6699,712,Heritage institutions,49,Prairies,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6700,712,Heritage institutions,49,Prairies,1,Rural,3,All businesses,2017,8.7,-12,0.8,18.3,83.9,77,71.6,82.4,89.8,68.6
6701,712,Heritage institutions,49,Prairies,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6702,712,Heritage institutions,49,Prairies,2,Urban,3,All businesses,2017,34.8,-4,15.7,295,X,88,95.1,82.4,93.2,100
6703,712,Heritage institutions,46,Manitoba,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6704,712,Heritage institutions,46,Manitoba,1,Rural,3,All businesses,2017,97.8,X,X,X,X,55,X,X,X,X
6705,712,Heritage institutions,46,Manitoba,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6706,712,Heritage institutions,46,Manitoba,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6707,712,Heritage institutions,47,Saskatchewan,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6708,712,Heritage institutions,47,Saskatchewan,1,Rural,3,All businesses,2017,6.1,X,X,X,X,90.6,X,X,X,X
6709,712,Heritage institutions,47,Saskatchewan,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6710,712,Heritage institutions,47,Saskatchewan,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6711,712,Heritage institutions,48,Alberta,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6712,712,Heritage institutions,48,Alberta,1,Rural,3,All businesses,2017,7.2,X,X,X,X,86,X,X,X,X
6713,712,Heritage institutions,48,Alberta,2,Urban,1,Unincorporated,2017,X,X,X,X,X,80,X,X,X,X
6714,712,Heritage institutions,48,Alberta,2,Urban,3,All businesses,2017,32.9,7.1,80.3,X,X,87,70.6,95.4,100,100
6715,712,Heritage institutions,59,British Columbia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6716,712,Heritage institutions,59,British Columbia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6717,712,Heritage institutions,59,British Columbia,2,Urban,1,Unincorporated,2017,7.9,X,X,X,X,82.4,X,X,X,X
6718,712,Heritage institutions,59,British Columbia,2,Urban,3,All businesses,2017,3,-13.5,-16.5,8.4,17.1,77.2,47.5,49.4,98.6,73.9
6719,712,Heritage institutions,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6720,712,Heritage institutions,63,Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6721,712,Heritage institutions,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6722,712,Heritage institutions,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6723,712,Heritage institutions,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6724,712,Heritage institutions,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
6725,712,Heritage institutions,60,Yukon,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6726,712,Heritage institutions,60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6727,712,Heritage institutions,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
6728,712,Heritage institutions,61,Nordwest Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
6729,712,Heritage institutions,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
6730,712,Heritage institutions,61,Nordwest Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
