"Small Business Profiles :  Financial ratios,  unincorporated and total businesses, Canada, regions and provinces/territories, 2017",,,,,,,,,,,,,,,,,,,
"Source : Statistics Canada, 2017",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Note : Values are averages in current dollars ( x $1,000) unless otherwise indicated. Data includes entrprises reporting annual total revenues of $30,000 to $5,000,000, inclusively. Calculations are profit margin based.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Interest coverage ratio (times),"Interest coverage ratio (times), first quartile","Interest coverage ratio (times), second quartile","Interest coverage ratio (times), third quartile","Interest coverage ratio (times), fourth quartile",Gross margin (%),"Gross margin (%), first quartile","Gross margin (%), second quartile","Gross margin (%), third quartile","Gross margin (%), fourth quartile"
2151,332,Fabricated metal product manufacturing,46,Manitoba,2,Urban,1,Unincorporated,2017,130.5,28.3,87,77.4,311.3,69.9,45.6,51.2,70.8,97
2152,332,Fabricated metal product manufacturing,46,Manitoba,2,Urban,3,All businesses,2017,11,-3.3,5,19.4,82.6,38.1,27.3,33.8,43.5,62.2
2153,332,Fabricated metal product manufacturing,47,Saskatchewan,1,Rural,1,Unincorporated,2017,16.3,-3.7,13.7,216.3,261.6,47.2,30,62.6,90.8,100
2154,332,Fabricated metal product manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2017,9.2,-7.2,6.9,50.6,277.1,61.4,44.3,52.5,81.5,95.7
2155,332,Fabricated metal product manufacturing,47,Saskatchewan,2,Urban,1,Unincorporated,2017,21.8,X,X,X,X,72.3,X,X,X,X
2156,332,Fabricated metal product manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2017,5.8,-11.2,6.2,25.1,36.6,41.1,32.8,34,48,71.9
2157,332,Fabricated metal product manufacturing,48,Alberta,1,Rural,1,Unincorporated,2017,23.7,2.2,33.2,36.2,209.4,78.6,67.6,72.2,90,98.9
2158,332,Fabricated metal product manufacturing,48,Alberta,1,Rural,3,All businesses,2017,0,-31,6.8,29.2,84.6,47.8,13,54.5,76.5,97.4
2159,332,Fabricated metal product manufacturing,48,Alberta,2,Urban,1,Unincorporated,2017,61.4,9.1,61.2,67,499.6,81.4,64,79.1,91.7,99.7
2160,332,Fabricated metal product manufacturing,48,Alberta,2,Urban,3,All businesses,2017,3.9,-11.6,3.5,34.1,20.9,46,29.1,43.1,52.5,87.7
2161,332,Fabricated metal product manufacturing,59,British Columbia,1,Rural,1,Unincorporated,2017,34.1,5.7,25.1,32.8,89,71.1,47.8,76,66.1,98.8
2162,332,Fabricated metal product manufacturing,59,British Columbia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2163,332,Fabricated metal product manufacturing,59,British Columbia,2,Urban,1,Unincorporated,2017,31.1,4.2,31.2,68.4,99.5,70.6,47.9,67.9,80.9,93.3
2164,332,Fabricated metal product manufacturing,59,British Columbia,2,Urban,3,All businesses,2017,13.4,-9.2,11.6,24,71.8,43.2,31.3,38.5,48,79.1
2165,332,Fabricated metal product manufacturing,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2166,332,Fabricated metal product manufacturing,63,Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2167,332,Fabricated metal product manufacturing,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2168,332,Fabricated metal product manufacturing,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2169,332,Fabricated metal product manufacturing,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2170,332,Fabricated metal product manufacturing,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2171,332,Fabricated metal product manufacturing,60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2172,332,Fabricated metal product manufacturing,60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2173,332,Fabricated metal product manufacturing,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2174,332,Fabricated metal product manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2175,332,Fabricated metal product manufacturing,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2176,332,Fabricated metal product manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2177,332,Fabricated metal product manufacturing,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2178,332,Fabricated metal product manufacturing,62,Nunavut,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2179,333,Machinery manufacturing,0,Canada,1,Rural,1,Unincorporated,2017,16,2.6,22,25.4,299.7,51.7,38.1,45.4,72.8,96.4
2180,333,Machinery manufacturing,0,Canada,1,Rural,3,All businesses,2017,9.7,-6,7,22.5,36.7,41.9,34.7,35.5,40.6,71
2181,333,Machinery manufacturing,0,Canada,2,Urban,1,Unincorporated,2017,51.5,14,36.4,71.5,391.9,64.4,43.8,62.7,83.3,98.4
2182,333,Machinery manufacturing,0,Canada,2,Urban,3,All businesses,2017,7.4,-15,5.7,30.2,56,40.9,28,35.2,44.1,68.9
2183,333,Machinery manufacturing,15,Altantic,1,Rural,1,Unincorporated,2017,14.8,X,X,X,X,60.1,X,X,X,X
2184,333,Machinery manufacturing,15,Altantic,1,Rural,3,All businesses,2017,4,-1.6,5.5,31.1,84.7,38.5,40.4,32.8,39.1,52.5
2185,333,Machinery manufacturing,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2186,333,Machinery manufacturing,15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2187,333,Machinery manufacturing,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2188,333,Machinery manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,-6.8,X,X,X,X,47.8,X,X,X,X
2189,333,Machinery manufacturing,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2190,333,Machinery manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2191,333,Machinery manufacturing,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2192,333,Machinery manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2017,8,-3.5,1.3,8.8,861.1,32.2,44.1,20.4,30,36.1
2193,333,Machinery manufacturing,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2194,333,Machinery manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2195,333,Machinery manufacturing,12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2196,333,Machinery manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2017,0.2,X,17.4,202.4,X,42.5,X,47.7,42.3,X
2197,333,Machinery manufacturing,12,Nova Scotia,2,Urban,1,Unincorporated,2017,33.2,X,X,X,X,64.1,X,X,X,X
2198,333,Machinery manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2017,12.1,-260.5,9,200,16.9,40.1,34.6,41.1,39.5,93.2
2199,333,Machinery manufacturing,13,New Brunswick,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2200,333,Machinery manufacturing,13,New Brunswick,1,Rural,3,All businesses,2017,22.1,6.2,18.8,9.4,134.2,40.7,34.4,40.3,75.6,46.8
2201,333,Machinery manufacturing,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2202,333,Machinery manufacturing,13,New Brunswick,2,Urban,3,All businesses,2017,9.6,X,2.4,10.2,X,36.8,X,37.5,29.8,X
2203,333,Machinery manufacturing,24,Québec,1,Rural,1,Unincorporated,2017,35.7,15.9,34.1,77,44.4,57.9,43.7,50.9,71.5,97.2
2204,333,Machinery manufacturing,24,Québec,1,Rural,3,All businesses,2017,9,-1.9,7.6,17.5,76.6,35.8,23.9,31,38.9,69.4
2205,333,Machinery manufacturing,24,Québec,2,Urban,1,Unincorporated,2017,64.4,12.2,31.3,278.8,148.3,79.7,61.8,73.7,83.6,99.3
2206,333,Machinery manufacturing,24,Québec,2,Urban,3,All businesses,2017,6.8,-9.9,5.1,21.2,43.4,36.3,23.9,31.9,38.9,60.9
2207,333,Machinery manufacturing,35,Ontario,1,Rural,1,Unincorporated,2017,10.3,1.3,11.7,36.4,32,41.2,33.6,37.9,40.8,84.4
2208,333,Machinery manufacturing,35,Ontario,1,Rural,3,All businesses,2017,12.1,-6.5,8.9,24.2,29.1,45.1,40.8,35.4,43.1,67.7
2209,333,Machinery manufacturing,35,Ontario,2,Urban,1,Unincorporated,2017,54.3,13.2,41.3,83.3,433,63.4,41.6,64.7,80,98.2
2210,333,Machinery manufacturing,35,Ontario,2,Urban,3,All businesses,2017,11.1,-16.2,7.3,34.2,65.1,41.5,29.9,35.6,44.6,67.2
2211,333,Machinery manufacturing,49,Prairies,1,Rural,1,Unincorporated,2017,30.1,2,18.2,189.2,622.5,73,50.4,75.2,89.6,95.7
2212,333,Machinery manufacturing,49,Prairies,1,Rural,3,All businesses,2017,8.5,-18.5,3.9,16,64,45.4,38.3,40.7,44.1,73.4
2213,333,Machinery manufacturing,49,Prairies,2,Urban,1,Unincorporated,2017,41.9,16.2,19.7,41.5,X,58.6,32.5,75.1,80.2,99.9
2214,333,Machinery manufacturing,49,Prairies,2,Urban,3,All businesses,2017,1.6,-14.8,2.6,18.9,69.1,41.7,19.4,39.1,49.6,71.4
2215,333,Machinery manufacturing,46,Manitoba,1,Rural,1,Unincorporated,2017,38.5,X,X,X,X,68.2,X,X,X,X
2216,333,Machinery manufacturing,46,Manitoba,1,Rural,3,All businesses,2017,9.9,-10.4,17.4,27.6,15.3,38.5,24,38.5,39.5,66.7
2217,333,Machinery manufacturing,46,Manitoba,2,Urban,1,Unincorporated,2017,52.5,51.4,16.1,70.9,120.2,74.3,36.9,69.5,84.4,88.7
2218,333,Machinery manufacturing,46,Manitoba,2,Urban,3,All businesses,2017,11.6,-3.3,22.5,25.7,73.9,39.1,27.7,38.4,39.5,66.8
2219,333,Machinery manufacturing,47,Saskatchewan,1,Rural,1,Unincorporated,2017,39.3,X,X,X,X,70.4,X,X,X,X
2220,333,Machinery manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2017,27.2,-10.1,-2.1,125.6,344.9,47.1,55.6,41.3,42.2,66.3
2221,333,Machinery manufacturing,47,Saskatchewan,2,Urban,1,Unincorporated,2017,20.1,X,X,X,X,62.2,X,X,X,X
2222,333,Machinery manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2017,4.3,-5.7,3,13.6,93.5,55.5,48.3,52.2,56.1,83.2
2223,333,Machinery manufacturing,48,Alberta,1,Rural,1,Unincorporated,2017,25.4,2,19.5,86.6,412.8,75.7,63.2,72.5,89.5,93.4
2224,333,Machinery manufacturing,48,Alberta,1,Rural,3,All businesses,2017,4.9,-22.1,4.3,13.1,44.2,48.7,41.6,43.7,47.1,86.7
2225,333,Machinery manufacturing,48,Alberta,2,Urban,1,Unincorporated,2017,49.7,25.6,15.5,X,X,53.7,29.4,76,98.6,100
2226,333,Machinery manufacturing,48,Alberta,2,Urban,3,All businesses,2017,0.2,-15.4,1.7,18.9,70.7,40.7,16.3,38.7,49.9,72.1
2227,333,Machinery manufacturing,59,British Columbia,1,Rural,1,Unincorporated,2017,27.3,7.8,19.2,438.8,X,67.9,49.2,80.8,87.6,98.7
2228,333,Machinery manufacturing,59,British Columbia,1,Rural,3,All businesses,2017,24.1,-13.7,14,41.1,103.1,45.3,42.4,36.4,42,92
2229,333,Machinery manufacturing,59,British Columbia,2,Urban,1,Unincorporated,2017,49.7,12.8,38.8,115.4,303.7,66.4,49.6,57.2,90.4,98.4
2230,333,Machinery manufacturing,59,British Columbia,2,Urban,3,All businesses,2017,13.1,-24.1,7.7,63.4,196.9,46.1,33.2,38.8,46.3,78.8
2231,333,Machinery manufacturing,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2232,333,Machinery manufacturing,63,Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2233,333,Machinery manufacturing,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2234,333,Machinery manufacturing,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2235,333,Machinery manufacturing,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2236,333,Machinery manufacturing,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2237,333,Machinery manufacturing,60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2238,333,Machinery manufacturing,60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2239,333,Machinery manufacturing,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2240,333,Machinery manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2241,333,Machinery manufacturing,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2242,333,Machinery manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2243,333,Machinery manufacturing,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2244,333,Machinery manufacturing,62,Nunavut,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2245,334,Computer and electronic product manufacturing,0,Canada,1,Rural,1,Unincorporated,2017,18.7,1.9,29.8,194.7,482.6,65.1,50.5,63.2,70.6,97
2246,334,Computer and electronic product manufacturing,0,Canada,1,Rural,3,All businesses,2017,5.5,-19.8,5.3,74.6,29.1,48.2,42.1,44.7,48.8,82.1
2247,334,Computer and electronic product manufacturing,0,Canada,2,Urban,1,Unincorporated,2017,55.9,8.3,42.9,166.8,660.3,68.3,39.2,66.9,92.2,98.8
2248,334,Computer and electronic product manufacturing,0,Canada,2,Urban,3,All businesses,2017,-3,-18.8,5.7,34.6,165.2,49.2,38.8,43.7,52.4,78.7
2249,334,Computer and electronic product manufacturing,15,Altantic,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2250,334,Computer and electronic product manufacturing,15,Altantic,1,Rural,3,All businesses,2017,0.9,X,X,X,X,52.1,X,X,X,X
2251,334,Computer and electronic product manufacturing,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2252,334,Computer and electronic product manufacturing,15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2253,334,Computer and electronic product manufacturing,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2254,334,Computer and electronic product manufacturing,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2255,334,Computer and electronic product manufacturing,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2256,334,Computer and electronic product manufacturing,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2257,334,Computer and electronic product manufacturing,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2258,334,Computer and electronic product manufacturing,11,Prince Edward Island,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2259,334,Computer and electronic product manufacturing,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2260,334,Computer and electronic product manufacturing,11,Prince Edward Island,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2261,334,Computer and electronic product manufacturing,12,Nova Scotia,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2262,334,Computer and electronic product manufacturing,12,Nova Scotia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2263,334,Computer and electronic product manufacturing,12,Nova Scotia,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2264,334,Computer and electronic product manufacturing,12,Nova Scotia,2,Urban,3,All businesses,2017,6.1,X,-33.6,X,428.5,72.1,X,17.2,X,89.5
2265,334,Computer and electronic product manufacturing,13,New Brunswick,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2266,334,Computer and electronic product manufacturing,13,New Brunswick,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2267,334,Computer and electronic product manufacturing,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2268,334,Computer and electronic product manufacturing,13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2269,334,Computer and electronic product manufacturing,24,Québec,1,Rural,1,Unincorporated,2017,57.6,X,X,X,X,71.7,X,X,X,X
2270,334,Computer and electronic product manufacturing,24,Québec,1,Rural,3,All businesses,2017,5.4,-16.1,8.8,36.1,86.7,37.6,34.9,28.4,47.3,77.3
2271,334,Computer and electronic product manufacturing,24,Québec,2,Urban,1,Unincorporated,2017,61.5,6.8,141.8,162.6,712.4,72.4,53.1,61.2,85.7,100
2272,334,Computer and electronic product manufacturing,24,Québec,2,Urban,3,All businesses,2017,2.4,-11.5,4.3,18.8,85.9,45,39.2,37.7,47,73.8
2273,334,Computer and electronic product manufacturing,35,Ontario,1,Rural,1,Unincorporated,2017,18.7,X,X,X,X,69.6,X,X,X,X
2274,334,Computer and electronic product manufacturing,35,Ontario,1,Rural,3,All businesses,2017,8.2,-17.6,7.1,94.2,16.7,53.4,46.1,48.1,56.1,88.7
2275,334,Computer and electronic product manufacturing,35,Ontario,2,Urban,1,Unincorporated,2017,51.7,10.5,34.5,142.4,890,64.1,31.7,74.2,94.5,97.3
2276,334,Computer and electronic product manufacturing,35,Ontario,2,Urban,3,All businesses,2017,-9,-27.5,7.8,58.8,212.3,48.2,36.2,43.9,51.1,77.8
2277,334,Computer and electronic product manufacturing,49,Prairies,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2278,334,Computer and electronic product manufacturing,49,Prairies,1,Rural,3,All businesses,2017,1.8,-49.7,0.3,X,X,46,46.4,28.5,X,X
2279,334,Computer and electronic product manufacturing,49,Prairies,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2280,334,Computer and electronic product manufacturing,49,Prairies,2,Urban,3,All businesses,2017,0.7,-5,4.7,22,274.2,57.9,46.7,50.7,64.5,85.7
2281,334,Computer and electronic product manufacturing,46,Manitoba,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2282,334,Computer and electronic product manufacturing,46,Manitoba,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2283,334,Computer and electronic product manufacturing,46,Manitoba,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2284,334,Computer and electronic product manufacturing,46,Manitoba,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2285,334,Computer and electronic product manufacturing,47,Saskatchewan,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2286,334,Computer and electronic product manufacturing,47,Saskatchewan,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2287,334,Computer and electronic product manufacturing,47,Saskatchewan,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2288,334,Computer and electronic product manufacturing,47,Saskatchewan,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2289,334,Computer and electronic product manufacturing,48,Alberta,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2290,334,Computer and electronic product manufacturing,48,Alberta,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2291,334,Computer and electronic product manufacturing,48,Alberta,2,Urban,1,Unincorporated,2017,503.8,38.4,284,375.9,X,80.2,41.3,78.4,91.2,100
2292,334,Computer and electronic product manufacturing,48,Alberta,2,Urban,3,All businesses,2017,0.6,-4.2,3.3,17.2,307.1,58.7,46.5,49.8,68,85.2
2293,334,Computer and electronic product manufacturing,59,British Columbia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2294,334,Computer and electronic product manufacturing,59,British Columbia,1,Rural,3,All businesses,2017,-1.1,X,6.7,144.5,X,56.9,72.5,39,50.7,80.8
2295,334,Computer and electronic product manufacturing,59,British Columbia,2,Urban,1,Unincorporated,2017,52.7,1.9,73.1,328.6,511.2,68.5,37.2,64.3,87.8,97.8
2296,334,Computer and electronic product manufacturing,59,British Columbia,2,Urban,3,All businesses,2017,-1.4,-45,5.2,49.2,286.5,50.3,40.1,46.5,52.2,79
2297,334,Computer and electronic product manufacturing,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2298,334,Computer and electronic product manufacturing,63,Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2299,334,Computer and electronic product manufacturing,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2300,334,Computer and electronic product manufacturing,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2301,334,Computer and electronic product manufacturing,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2302,334,Computer and electronic product manufacturing,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2303,334,Computer and electronic product manufacturing,60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2304,334,Computer and electronic product manufacturing,60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2305,334,Computer and electronic product manufacturing,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2306,334,Computer and electronic product manufacturing,61,Nordwest Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2307,334,Computer and electronic product manufacturing,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2308,334,Computer and electronic product manufacturing,61,Nordwest Territories,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2309,334,Computer and electronic product manufacturing,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2310,334,Computer and electronic product manufacturing,62,Nunavut,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2311,335,"Electrical equipment, appliance and component manufacturing",0,Canada,1,Rural,1,Unincorporated,2017,30.6,6.2,13.3,105.5,137.5,56.6,43,48,65.5,96
2312,335,"Electrical equipment, appliance and component manufacturing",0,Canada,1,Rural,3,All businesses,2017,14.3,-18.8,5.4,57.2,154.7,42.6,21,38.4,48.5,67.8
2313,335,"Electrical equipment, appliance and component manufacturing",0,Canada,2,Urban,1,Unincorporated,2017,53.6,7.1,45.8,323.3,1811.6,54,30.1,54.4,82.8,98.9
2314,335,"Electrical equipment, appliance and component manufacturing",0,Canada,2,Urban,3,All businesses,2017,7.5,-15.5,8.1,35.1,140.3,44,32.2,38.9,46.2,77.9
2315,335,"Electrical equipment, appliance and component manufacturing",15,Altantic,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2316,335,"Electrical equipment, appliance and component manufacturing",15,Altantic,1,Rural,3,All businesses,2017,68.6,X,X,X,X,73.5,X,X,X,X
2317,335,"Electrical equipment, appliance and component manufacturing",15,Altantic,2,Urban,1,Unincorporated,2017,83.4,X,X,X,X,71.3,X,X,X,X
2318,335,"Electrical equipment, appliance and component manufacturing",15,Altantic,2,Urban,3,All businesses,2017,-1.7,-63.7,23.6,X,X,41.8,15.3,42.5,X,X
2319,335,"Electrical equipment, appliance and component manufacturing",10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2320,335,"Electrical equipment, appliance and component manufacturing",10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2321,335,"Electrical equipment, appliance and component manufacturing",10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2322,335,"Electrical equipment, appliance and component manufacturing",10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2323,335,"Electrical equipment, appliance and component manufacturing",11,Prince Edward Island,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2324,335,"Electrical equipment, appliance and component manufacturing",11,Prince Edward Island,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
2325,335,"Electrical equipment, appliance and component manufacturing",11,Prince Edward Island,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
2326,335,"Electrical equipment, appliance and component manufacturing",11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2327,335,"Electrical equipment, appliance and component manufacturing",12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2328,335,"Electrical equipment, appliance and component manufacturing",12,Nova Scotia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2329,335,"Electrical equipment, appliance and component manufacturing",12,Nova Scotia,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2330,335,"Electrical equipment, appliance and component manufacturing",12,Nova Scotia,2,Urban,3,All businesses,2017,8.1,X,X,X,X,61.9,X,X,X,X
2331,335,"Electrical equipment, appliance and component manufacturing",13,New Brunswick,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2332,335,"Electrical equipment, appliance and component manufacturing",13,New Brunswick,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2333,335,"Electrical equipment, appliance and component manufacturing",13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
2334,335,"Electrical equipment, appliance and component manufacturing",13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
2335,335,"Electrical equipment, appliance and component manufacturing",24,Québec,1,Rural,1,Unincorporated,2017,32.1,X,X,X,X,54.5,X,X,X,X
2336,335,"Electrical equipment, appliance and component manufacturing",24,Québec,1,Rural,3,All businesses,2017,13.2,-3,5.3,53.6,196.6,38,31.9,34.9,36.3,54.4
2337,335,"Electrical equipment, appliance and component manufacturing",24,Québec,2,Urban,1,Unincorporated,2017,52.3,11.5,54.2,196.2,928.7,54.9,33.7,44.7,93.3,84.4
2338,335,"Electrical equipment, appliance and component manufacturing",24,Québec,2,Urban,3,All businesses,2017,4.7,-15.8,5.8,18,94.9,36,10.7,34.2,38.7,68.1
2339,335,"Electrical equipment, appliance and component manufacturing",35,Ontario,1,Rural,1,Unincorporated,2017,31.1,X,X,X,X,55.9,X,X,X,X
